< Measurement Data Text Output >									
									
Date/Time	@date()	T60		ch.3	ch.4	ch.5	ch.6	ch.7	ch.8
		°C	°C						
07/01/2019 14:00'00	43647.58333	26	26						
07/01/2019 14:20'00	43647.59722	26.5	26						
07/01/2019 14:40'00	43647.61111	26.6	26						
07/01/2019 15:00'00	43647.625	26.5	26.1						
07/01/2019 15:20'00	43647.63889	25.8	26.1						
07/01/2019 15:40'00	43647.65278	25.4	26						
07/01/2019 16:00'00	43647.66667	25.7	26						
07/01/2019 16:20'00	43647.68056	25.6	26						
07/01/2019 16:40'00	43647.69444	25.6	25.9						
07/01/2019 17:00'00	43647.70833	26	25.9						
07/01/2019 17:20'00	43647.72222	27.8	25.9						
07/01/2019 17:40'00	43647.73611	25.6	26.1						
07/01/2019 18:00'00	43647.75	25.1	26.1						
07/01/2019 18:20'00	43647.76389	25	26						
07/01/2019 18:40'00	43647.77778	24.3	25.9						
07/01/2019 19:00'00	43647.79167	23.8	25.8						
07/01/2019 19:20'00	43647.80556	23.4	25.7						
07/01/2019 19:40'00	43647.81944	23.1	25.6						
07/01/2019 20:00'00	43647.83333	22.9	25.5						
07/01/2019 20:20'00	43647.84722	23	25.4						
07/01/2019 20:40'00	43647.86111	23.1	25.3						
07/01/2019 21:00'00	43647.875	23.2	25.2						
07/01/2019 21:20'00	43647.88889	23	25.2						
07/01/2019 21:40'00	43647.90278	22.9	25.1						
07/01/2019 22:00'00	43647.91667	22.9	25.1						
07/01/2019 22:20'00	43647.93056	22.8	25						
07/01/2019 22:40'00	43647.94444	22.6	24.9						
07/01/2019 23:00'00	43647.95833	22.8	24.9						
07/01/2019 23:20'00	43647.97222	23	24.9						
07/01/2019 23:40'00	43647.98611	23.1	24.8						
07/02/2019 00:00'00	43648	23.2	24.8						
07/02/2019 00:20'00	43648.01389	23.3	24.8						
07/02/2019 00:40'00	43648.02778	23.1	24.8						
07/02/2019 01:00'00	43648.04167	23.2	24.8						
07/02/2019 01:20'00	43648.05556	23.1	24.7						
07/02/2019 01:40'00	43648.06944	23.3	24.8						
07/02/2019 02:00'00	43648.08333	23.1	24.7						
07/02/2019 02:20'00	43648.09722	23.1	24.7						
07/02/2019 02:40'00	43648.11111	23.1	24.7						
07/02/2019 03:00'00	43648.125	23.1	24.7						
07/02/2019 03:20'00	43648.13889	23	24.7						
07/02/2019 03:40'00	43648.15278	23.1	24.6						
07/02/2019 04:00'00	43648.16667	23.1	24.6						
07/02/2019 04:20'00	43648.18056	23.2	24.6						
07/02/2019 04:40'00	43648.19444	23.2	24.6						
07/02/2019 05:00'00	43648.20833	23.3	24.6						
07/02/2019 05:20'00	43648.22222	23.6	24.6						
07/02/2019 05:40'00	43648.23611	23.7	24.6						
07/02/2019 06:00'00	43648.25	24	24.6						
07/02/2019 06:20'00	43648.26389	24	24.6						
07/02/2019 06:40'00	43648.27778	24	24.7						
07/02/2019 07:00'00	43648.29167	24	24.7						
07/02/2019 07:20'00	43648.30556	24.2	24.7						
07/02/2019 07:40'00	43648.31944	24.1	24.7						
07/02/2019 08:00'00	43648.33333	25.6	24.8						
07/02/2019 08:20'00	43648.34722	25.2	24.9						
07/02/2019 08:40'00	43648.36111	24.9	24.9						
07/02/2019 09:00'00	43648.375	24.9	25						
07/02/2019 09:20'00	43648.38889	25	25.1						
07/02/2019 09:40'00	43648.40278	25.6	25.1						
07/02/2019 10:00'00	43648.41667	26	25.2						
07/02/2019 10:20'00	43648.43056	26.2	25.3						
07/02/2019 10:40'00	43648.44444	26.6	25.4						
07/02/2019 11:00'00	43648.45833	26.4	25.5						
07/02/2019 11:20'00	43648.47222	27.3	25.6						
07/02/2019 11:40'00	43648.48611	24.8	25.7						
07/02/2019 12:00'00	43648.5	29.4	25.9						
07/02/2019 12:20'00	43648.51389	28.2	26.2						
07/02/2019 12:40'00	43648.52778	27.6	26.5						
07/02/2019 13:00'00	43648.54167	29.4	26.7						
07/02/2019 13:20'00	43648.55556	28.3	26.9						
07/02/2019 13:40'00	43648.56944	29.8	27.1						
07/02/2019 14:00'00	43648.58333	29.5	27.2						
07/02/2019 14:20'00	43648.59722	30	27.5						
07/02/2019 14:40'00	43648.61111	28.5	27.5						
07/02/2019 15:00'00	43648.625	28.4	27.5						
07/02/2019 15:20'00	43648.63889	27.7	27.4						
07/02/2019 15:40'00	43648.65278	28.1	27.3						
07/02/2019 16:00'00	43648.66667	28.9	27.3						
07/02/2019 16:20'00	43648.68056	28.3	27.2						
07/02/2019 16:40'00	43648.69444	26.6	27.1						
07/02/2019 17:00'00	43648.70833	26	27						
07/02/2019 17:20'00	43648.72222	25.9	26.8						
07/02/2019 17:40'00	43648.73611	26.2	26.6						
07/02/2019 18:00'00	43648.75	25.4	26.5						
07/02/2019 18:20'00	43648.76389	24.9	26.4						
07/02/2019 18:40'00	43648.77778	24.6	26.3						
07/02/2019 19:00'00	43648.79167	24.3	26.1						
07/02/2019 19:20'00	43648.80556	24	26						
07/02/2019 19:40'00	43648.81944	23.7	25.8						
07/02/2019 20:00'00	43648.83333	23.7	25.7						
07/02/2019 20:20'00	43648.84722	23.6	25.6						
07/02/2019 20:40'00	43648.86111	23.4	25.5						
07/02/2019 21:00'00	43648.875	23.1	25.4						
07/02/2019 21:20'00	43648.88889	23.2	25.3						
07/02/2019 21:40'00	43648.90278	23.1	25.2						
07/02/2019 22:00'00	43648.91667	23.1	25.1						
07/02/2019 22:20'00	43648.93056	22.9	25.1						
07/02/2019 22:40'00	43648.94444	22.7	25						
07/02/2019 23:00'00	43648.95833	22.8	24.9						
07/02/2019 23:20'00	43648.97222	22.6	24.8						
07/02/2019 23:40'00	43648.98611	22.6	24.8						
07/03/2019 00:00'00	43649	22.5	24.7						
07/03/2019 00:20'00	43649.01389	22.5	24.6						
07/03/2019 00:40'00	43649.02778	22.5	24.5						
07/03/2019 01:00'00	43649.04167	22.5	24.5						
07/03/2019 01:20'00	43649.05556	22.4	24.4						
07/03/2019 01:40'00	43649.06944	22.3	24.4						
07/03/2019 02:00'00	43649.08333	22.2	24.3						
07/03/2019 02:20'00	43649.09722	22.1	24.2						
07/03/2019 02:40'00	43649.11111	22.3	24.2						
07/03/2019 03:00'00	43649.125	22.2	24.1						
07/03/2019 03:20'00	43649.13889	22.4	24.1						
07/03/2019 03:40'00	43649.15278	22.3	24.1						
07/03/2019 04:00'00	43649.16667	22.6	24.2						
07/03/2019 04:20'00	43649.18056	22.7	24.1						
07/03/2019 04:40'00	43649.19444	22.2	24.1						
07/03/2019 05:00'00	43649.20833	22.1	24						
07/03/2019 05:20'00	43649.22222	22.5	24						
07/03/2019 05:40'00	43649.23611	23.8	24.2						
07/03/2019 06:00'00	43649.25	24.6	24.3						
07/03/2019 06:20'00	43649.26389	25.8	24.4						
07/03/2019 06:40'00	43649.27778	26.7	24.7						
07/03/2019 07:00'00	43649.29167	28.3	25.2						
07/03/2019 07:20'00	43649.30556	30	25.7						
07/03/2019 07:40'00	43649.31944	31.9	26.2						
07/03/2019 08:00'00	43649.33333	34	26.6						
07/03/2019 08:20'00	43649.34722	30.7	27						
07/03/2019 08:40'00	43649.36111	32.5	27.3						
07/03/2019 09:00'00	43649.375	30.6	27.7						
07/03/2019 09:20'00	43649.38889	32	27.7						
07/03/2019 09:40'00	43649.40278	33.9	27.4						
07/03/2019 10:00'00	43649.41667	35.1	28						
07/03/2019 10:20'00	43649.43056	33.4	28.3						
07/03/2019 10:40'00	43649.44444	32.9	28.5						
07/03/2019 11:00'00	43649.45833	29.8	28.5						
07/03/2019 11:20'00	43649.47222	28.9	28.4						
07/03/2019 11:40'00	43649.48611	30.5	28.4						
07/03/2019 12:00'00	43649.5	29.3	28.3						
07/03/2019 12:20'00	43649.51389	28.5	28.2						
07/03/2019 12:40'00	43649.52778	28.3	28.2						
07/03/2019 13:00'00	43649.54167	28.6	28.1						
07/03/2019 13:20'00	43649.55556	28.5	28.1						
07/03/2019 13:40'00	43649.56944	28.4	28.1						
07/03/2019 14:00'00	43649.58333	28.3	28						
07/03/2019 14:20'00	43649.59722	29.2	28						
07/03/2019 14:40'00	43649.61111	29	27.8						
07/03/2019 15:00'00	43649.625	28.1	27.8						
07/03/2019 15:20'00	43649.63889	27.7	27.7						
07/03/2019 15:40'00	43649.65278	26.8	27.7						
07/03/2019 16:00'00	43649.66667	25.8	27.6						
07/03/2019 16:20'00	43649.68056	25.7	27.4						
07/03/2019 16:40'00	43649.69444	25.7	27.3						
07/03/2019 17:00'00	43649.70833	25.4	27.1						
07/03/2019 17:20'00	43649.72222	25.5	27.1						
07/03/2019 17:40'00	43649.73611	24.9	27						
07/03/2019 18:00'00	43649.75	24.8	26.8						
07/03/2019 18:20'00	43649.76389	25	26.7						
07/03/2019 18:40'00	43649.77778	24.8	26.6						
07/03/2019 19:00'00	43649.79167	24.6	26.5						
07/03/2019 19:20'00	43649.80556	24.6	26.4						
07/03/2019 19:40'00	43649.81944	24.4	26.4						
07/03/2019 20:00'00	43649.83333	24.3	26.3						
07/03/2019 20:20'00	43649.84722	24.2	26.2						
07/03/2019 20:40'00	43649.86111	24.1	26.1						
07/03/2019 21:00'00	43649.875	24	26						
07/03/2019 21:20'00	43649.88889	24.1	26						
07/03/2019 21:40'00	43649.90278	24.2	26						
07/03/2019 22:00'00	43649.91667	24.1	25.9						
07/03/2019 22:20'00	43649.93056	24	25.8						
07/03/2019 22:40'00	43649.94444	24	25.8						
07/03/2019 23:00'00	43649.95833	24.1	25.8						
07/03/2019 23:20'00	43649.97222	23.9	25.7						
07/03/2019 23:40'00	43649.98611	23.9	25.7						
07/04/2019 00:00'00	43650	23.8	25.6						
07/04/2019 00:20'00	43650.01389	23.8	25.5						
07/04/2019 00:40'00	43650.02778	23.9	25.5						
07/04/2019 01:00'00	43650.04167	23.9	25.5						
07/04/2019 01:20'00	43650.05556	23.8	25.4						
07/04/2019 01:40'00	43650.06944	23.8	25.5						
07/04/2019 02:00'00	43650.08333	23.7	25.4						
07/04/2019 02:20'00	43650.09722	23.8	25.3						
07/04/2019 02:40'00	43650.11111	23.7	25.3						
07/04/2019 03:00'00	43650.125	23.8	25.3						
07/04/2019 03:20'00	43650.13889	23.8	25.3						
07/04/2019 03:40'00	43650.15278	23.8	25.3						
07/04/2019 04:00'00	43650.16667	23.8	25.2						
07/04/2019 04:20'00	43650.18056	23.7	25.2						
07/04/2019 04:40'00	43650.19444	23.8	25.2						
07/04/2019 05:00'00	43650.20833	23.7	25.2						
07/04/2019 05:20'00	43650.22222	23.8	25.1						
07/04/2019 05:40'00	43650.23611	24	25.1						
07/04/2019 06:00'00	43650.25	24.3	25.1						
07/04/2019 06:20'00	43650.26389	23.9	25.1						
07/04/2019 06:40'00	43650.27778	24	25.2						
07/04/2019 07:00'00	43650.29167	23.8	25.1						
07/04/2019 07:20'00	43650.30556	24	25.1						
07/04/2019 07:40'00	43650.31944	24.1	25						
07/04/2019 08:00'00	43650.33333	24.6	25.1						
07/04/2019 08:20'00	43650.34722	26.1	25.1						
07/04/2019 08:40'00	43650.36111	26.4	25.3						
07/04/2019 09:00'00	43650.375	25.3	25.4						
07/04/2019 09:20'00	43650.38889	25.8	25.5						
07/04/2019 09:40'00	43650.40278	26	25.2						
07/04/2019 10:00'00	43650.41667	25.8	25.3						
07/04/2019 10:20'00	43650.43056	26.7	25.4						
07/04/2019 10:40'00	43650.44444	26.5	25.6						
07/04/2019 11:00'00	43650.45833	26	25.6						
07/04/2019 11:20'00	43650.47222	28.4	25.7						
07/04/2019 11:40'00	43650.48611	28.2	26.1						
07/04/2019 12:00'00	43650.5	30	26.5						
07/04/2019 12:20'00	43650.51389	29.8	26.8						
07/04/2019 12:40'00	43650.52778	30.3	27						
07/04/2019 13:00'00	43650.54167	30.9	27.2						
07/04/2019 13:20'00	43650.55556	29.6	27.4						
07/04/2019 13:40'00	43650.56944	29.4	27.5						
07/04/2019 14:00'00	43650.58333	29.8	27.5						
07/04/2019 14:20'00	43650.59722	29.5	27.6						
07/04/2019 14:40'00	43650.61111	29.4	27.6						
07/04/2019 15:00'00	43650.625	31.4	27.6						
07/04/2019 15:20'00	43650.63889	30.8	27.8						
07/04/2019 15:40'00	43650.65278	30.3	27.9						
07/04/2019 16:00'00	43650.66667	29.5	28						
07/04/2019 16:20'00	43650.68056	29	28						
07/04/2019 16:40'00	43650.69444	28.2	27.9						
07/04/2019 17:00'00	43650.70833	28.1	27.8						
07/04/2019 17:20'00	43650.72222	29.2	27.8						
07/04/2019 17:40'00	43650.73611	30.3	27.8						
07/04/2019 18:00'00	43650.75	30.3	27.8						
07/04/2019 18:20'00	43650.76389	27.5	27.7						
07/04/2019 18:40'00	43650.77778	26.2	27.6						
07/04/2019 19:00'00	43650.79167	25.1	27.3						
07/04/2019 19:20'00	43650.80556	24.7	27.1						
07/04/2019 19:40'00	43650.81944	24.5	26.9						
07/04/2019 20:00'00	43650.83333	24.3	26.7						
07/04/2019 20:20'00	43650.84722	24.2	26.6						
07/04/2019 20:40'00	43650.86111	23.8	26.4						
07/04/2019 21:00'00	43650.875	23.6	26.3						
07/04/2019 21:20'00	43650.88889	23.5	26.2						
07/04/2019 21:40'00	43650.90278	23.5	26						
07/04/2019 22:00'00	43650.91667	23.3	25.9						
07/04/2019 22:20'00	43650.93056	23.2	25.8						
07/04/2019 22:40'00	43650.94444	23	25.7						
07/04/2019 23:00'00	43650.95833	22.9	25.5						
07/04/2019 23:20'00	43650.97222	22.9	25.5						
07/04/2019 23:40'00	43650.98611	22.7	25.4						
07/05/2019 00:00'00	43651	22.7	25.2						
07/05/2019 00:20'00	43651.01389	22.7	25.2						
07/05/2019 00:40'00	43651.02778	22.6	25.1						
07/05/2019 01:00'00	43651.04167	22.5	25.1						
07/05/2019 01:20'00	43651.05556	22.4	25						
07/05/2019 01:40'00	43651.06944	22.3	24.9						
07/05/2019 02:00'00	43651.08333	22.2	24.9						
07/05/2019 02:20'00	43651.09722	22.2	24.8						
07/05/2019 02:40'00	43651.11111	22.5	24.7						
07/05/2019 03:00'00	43651.125	22.8	24.7						
07/05/2019 03:20'00	43651.13889	23	24.7						
07/05/2019 03:40'00	43651.15278	23.1	24.7						
07/05/2019 04:00'00	43651.16667	23.2	24.8						
07/05/2019 04:20'00	43651.18056	23.2	24.7						
07/05/2019 04:40'00	43651.19444	23.3	24.7						
07/05/2019 05:00'00	43651.20833	23.3	24.8						
07/05/2019 05:20'00	43651.22222	23.6	24.7						
07/05/2019 05:40'00	43651.23611	23.7	24.8						
07/05/2019 06:00'00	43651.25	24.8	24.9						
07/05/2019 06:20'00	43651.26389	25	25						
07/05/2019 06:40'00	43651.27778	26.4	25						
07/05/2019 07:00'00	43651.29167	25.3	25.2						
07/05/2019 07:20'00	43651.30556	25.7	25.2						
07/05/2019 07:40'00	43651.31944	25.7	25.3						
07/05/2019 08:00'00	43651.33333	25.4	25.4						
07/05/2019 08:20'00	43651.34722	26.9	25.4						
07/05/2019 08:40'00	43651.36111	25.8	25.5						
07/05/2019 09:00'00	43651.375	27.2	25.6						
07/05/2019 09:20'00	43651.38889	29.3	25.8						
07/05/2019 09:40'00	43651.40278	29.1	26						
07/05/2019 10:00'00	43651.41667	28.6	26.2						
07/05/2019 10:20'00	43651.43056	27	26.3						
07/05/2019 10:40'00	43651.44444	28.1	26.4						
07/05/2019 11:00'00	43651.45833	26.3	26.4						
07/05/2019 11:20'00	43651.47222	28.6	26.4						
07/05/2019 11:40'00	43651.48611	29.2	26.5						
07/05/2019 12:00'00	43651.5	29	26.6						
07/05/2019 12:20'00	43651.51389	27.4	26.6						
07/05/2019 12:40'00	43651.52778	29.1	26.7						
07/05/2019 13:00'00	43651.54167	27.6	26.7						
07/05/2019 13:20'00	43651.55556	28.1	26.7						
07/05/2019 13:40'00	43651.56944	28.2	26.7						
07/05/2019 14:00'00	43651.58333	27.9	26.7						
07/05/2019 14:20'00	43651.59722	28.1	26.7						
07/05/2019 14:40'00	43651.61111	27.1	26.6						
07/05/2019 15:00'00	43651.625	26.2	26.5						
07/05/2019 15:20'00	43651.63889	25	26.4						
07/05/2019 15:40'00	43651.65278	24.2	26.2						
07/05/2019 16:00'00	43651.66667	23	25.9						
07/05/2019 16:20'00	43651.68056	22.8	25.7						
07/05/2019 16:40'00	43651.69444	22.7	25.5						
07/05/2019 17:00'00	43651.70833	22.1	25.3						
07/05/2019 17:20'00	43651.72222	21.7	25.1						
07/05/2019 17:40'00	43651.73611	21.6	24.9						
07/05/2019 18:00'00	43651.75	21.6	24.8						
07/05/2019 18:20'00	43651.76389	21.4	24.6						
07/05/2019 18:40'00	43651.77778	21.1	24.5						
07/05/2019 19:00'00	43651.79167	21.1	24.3						
07/05/2019 19:20'00	43651.80556	21	24.2						
07/05/2019 19:40'00	43651.81944	20.8	24						
07/05/2019 20:00'00	43651.83333	20.8	24						
07/05/2019 20:20'00	43651.84722	20.8	23.8						
07/05/2019 20:40'00	43651.86111	20.8	23.8						
07/05/2019 21:00'00	43651.875	20.7	23.7						
07/05/2019 21:20'00	43651.88889	20.7	23.6						
07/05/2019 21:40'00	43651.90278	20.9	23.6						
07/05/2019 22:00'00	43651.91667	21	23.6						
07/05/2019 22:20'00	43651.93056	21	23.6						
07/05/2019 22:40'00	43651.94444	20.8	23.5						
07/05/2019 23:00'00	43651.95833	20.9	23.5						
07/05/2019 23:20'00	43651.97222	20.6	23.5						
07/05/2019 23:40'00	43651.98611	20.7	23.4						
07/06/2019 00:00'00	43652	20.9	23.4						
07/06/2019 00:20'00	43652.01389	21	23.4						
07/06/2019 00:40'00	43652.02778	20.7	23.3						
07/06/2019 01:00'00	43652.04167	20.9	23.3						
07/06/2019 01:20'00	43652.05556	20.5	23.3						
07/06/2019 01:40'00	43652.06944	20.6	23.2						
07/06/2019 02:00'00	43652.08333	20.5	23.2						
07/06/2019 02:20'00	43652.09722	20.7	23.2						
07/06/2019 02:40'00	43652.11111	20.7	23.1						
07/06/2019 03:00'00	43652.125	20.4	23.1						
07/06/2019 03:20'00	43652.13889	20.7	23						
07/06/2019 03:40'00	43652.15278	20.4	23						
07/06/2019 04:00'00	43652.16667	20.5	23						
07/06/2019 04:20'00	43652.18056	20.8	23						
07/06/2019 04:40'00	43652.19444	20.8	23						
07/06/2019 05:00'00	43652.20833	20.6	23						
07/06/2019 05:20'00	43652.22222	20.9	23						
07/06/2019 05:40'00	43652.23611	21.4	23						
07/06/2019 06:00'00	43652.25	21.6	23						
07/06/2019 06:20'00	43652.26389	21.8	23.1						
07/06/2019 06:40'00	43652.27778	21.7	23.1						
07/06/2019 07:00'00	43652.29167	22.5	23.2						
07/06/2019 07:20'00	43652.30556	23	23.3						
07/06/2019 07:40'00	43652.31944	22.6	23.3						
07/06/2019 08:00'00	43652.33333	23.1	23.3						
07/06/2019 08:20'00	43652.34722	24	23.5						
07/06/2019 08:40'00	43652.36111	25.7	23.6						
07/06/2019 09:00'00	43652.375	27	23.8						
07/06/2019 09:20'00	43652.38889	27.2	24.1						
07/06/2019 09:40'00	43652.40278	26.1	24.3						
07/06/2019 10:00'00	43652.41667	26.2	24.5						
07/06/2019 10:20'00	43652.43056	27.3	24.7						
07/06/2019 10:40'00	43652.44444	30	25.1						
07/06/2019 11:00'00	43652.45833	29.4	25.4						
07/06/2019 11:20'00	43652.47222	29.3	25.5						
07/06/2019 11:40'00	43652.48611	29.1	25.6						
07/06/2019 12:00'00	43652.5	29.2	25.8						
07/06/2019 12:20'00	43652.51389	29.9	25.8						
07/06/2019 12:40'00	43652.52778	30.1	26						
07/06/2019 13:00'00	43652.54167	31.1	26.1						
07/06/2019 13:20'00	43652.55556	32	26.4						
07/06/2019 13:40'00	43652.56944	33.6	26.6						
07/06/2019 14:00'00	43652.58333	32.9	27						
07/06/2019 14:20'00	43652.59722	33.3	27.2						
07/06/2019 14:40'00	43652.61111	34	27.3						
07/06/2019 15:00'00	43652.625	32.7	27.5						
07/06/2019 15:20'00	43652.63889	30	27.5						
07/06/2019 15:40'00	43652.65278	29	27.3						
07/06/2019 16:00'00	43652.66667	29.7	27.2						
07/06/2019 16:20'00	43652.68056	28.6	27.1						
07/06/2019 16:40'00	43652.69444	29	26.8						
07/06/2019 17:00'00	43652.70833	28	26.7						
07/06/2019 17:20'00	43652.72222	27.6	26.5						
07/06/2019 17:40'00	43652.73611	26.6	26.3						
07/06/2019 18:00'00	43652.75	26.4	26.2						
07/06/2019 18:20'00	43652.76389	25.9	26						
07/06/2019 18:40'00	43652.77778	25.2	25.8						
07/06/2019 19:00'00	43652.79167	24.7	25.7						
07/06/2019 19:20'00	43652.80556	24.3	25.5						
07/06/2019 19:40'00	43652.81944	24	25.4						
07/06/2019 20:00'00	43652.83333	23.5	25.3						
07/06/2019 20:20'00	43652.84722	23.4	25.2						
07/06/2019 20:40'00	43652.86111	23.3	25.1						
07/06/2019 21:00'00	43652.875	23.2	25						
07/06/2019 21:20'00	43652.88889	23	24.9						
07/06/2019 21:40'00	43652.90278	22.9	24.8						
07/06/2019 22:00'00	43652.91667	23.1	24.8						
07/06/2019 22:20'00	43652.93056	23.1	24.8						
07/06/2019 22:40'00	43652.94444	22.9	24.7						
07/06/2019 23:00'00	43652.95833	23	24.7						
07/06/2019 23:20'00	43652.97222	22.9	24.6						
07/06/2019 23:40'00	43652.98611	22.8	24.6						
07/07/2019 00:00'00	43653	22.6	24.6						
07/07/2019 00:20'00	43653.01389	22.5	24.5						
07/07/2019 00:40'00	43653.02778	22.7	24.5						
07/07/2019 01:00'00	43653.04167	22.5	24.5						
07/07/2019 01:20'00	43653.05556	22.5	24.4						
07/07/2019 01:40'00	43653.06944	22.5	24.3						
07/07/2019 02:00'00	43653.08333	22.3	24.3						
07/07/2019 02:20'00	43653.09722	22.4	24.3						
07/07/2019 02:40'00	43653.11111	22.4	24.2						
07/07/2019 03:00'00	43653.125	22.3	24.2						
07/07/2019 03:20'00	43653.13889	22.3	24.2						
07/07/2019 03:40'00	43653.15278	22.2	24.2						
07/07/2019 04:00'00	43653.16667	22.1	24.1						
07/07/2019 04:20'00	43653.18056	22.2	24						
07/07/2019 04:40'00	43653.19444	22.3	24						
07/07/2019 05:00'00	43653.20833	22.3	24						
07/07/2019 05:20'00	43653.22222	22.4	24						
07/07/2019 05:40'00	43653.23611	22.6	24						
07/07/2019 06:00'00	43653.25	22.9	24						
07/07/2019 06:20'00	43653.26389	23.5	24						
07/07/2019 06:40'00	43653.27778	24	24						
07/07/2019 07:00'00	43653.29167	24	24.1						
07/07/2019 07:20'00	43653.30556	25.3	24.1						
07/07/2019 07:40'00	43653.31944	27	24.3						
07/07/2019 08:00'00	43653.33333	26	24.5						
07/07/2019 08:20'00	43653.34722	25.7	24.6						
07/07/2019 08:40'00	43653.36111	25.7	24.6						
07/07/2019 09:00'00	43653.375	26.8	24.7						
07/07/2019 09:20'00	43653.38889	28.1	24.9						
07/07/2019 09:40'00	43653.40278	28.6	25.2						
07/07/2019 10:00'00	43653.41667	28.8	25.5						
07/07/2019 10:20'00	43653.43056	30.8	25.7						
07/07/2019 10:40'00	43653.44444	30.7	26.1						
07/07/2019 11:00'00	43653.45833	29.3	26.3						
07/07/2019 11:20'00	43653.47222	29.4	26.4						
07/07/2019 11:40'00	43653.48611	28.8	26.5						
07/07/2019 12:00'00	43653.5	30	26.6						
07/07/2019 12:20'00	43653.51389	29.6	26.8						
07/07/2019 12:40'00	43653.52778	28.9	26.8						
07/07/2019 13:00'00	43653.54167	29.3	26.9						
07/07/2019 13:20'00	43653.55556	30.3	27						
07/07/2019 13:40'00	43653.56944	30.9	27.1						
07/07/2019 14:00'00	43653.58333	32	27.3						
07/07/2019 14:20'00	43653.59722	31.4	27.5						
07/07/2019 14:40'00	43653.61111	30.1	27.5						
07/07/2019 15:00'00	43653.625	29.6	27.5						
07/07/2019 15:20'00	43653.63889	32.9	27.5						
07/07/2019 15:40'00	43653.65278	32.7	27.6						
07/07/2019 16:00'00	43653.66667	29.6	27.6						
07/07/2019 16:20'00	43653.68056	28.6	27.5						
07/07/2019 16:40'00	43653.69444	28	27.2						
07/07/2019 17:00'00	43653.70833	27.2	27.1						
07/07/2019 17:20'00	43653.72222	26.8	27						
07/07/2019 17:40'00	43653.73611	27.1	26.8						
07/07/2019 18:00'00	43653.75	26	26.7						
07/07/2019 18:20'00	43653.76389	25.2	26.6						
07/07/2019 18:40'00	43653.77778	24.8	26.5						
07/07/2019 19:00'00	43653.79167	25	26.4						
07/07/2019 19:20'00	43653.80556	25	26.3						
07/07/2019 19:40'00	43653.81944	24.8	26.2						
07/07/2019 20:00'00	43653.83333	24.5	26.1						
07/07/2019 20:20'00	43653.84722	24.3	26						
07/07/2019 20:40'00	43653.86111	24.4	25.9						
07/07/2019 21:00'00	43653.875	24.4	25.8						
07/07/2019 21:20'00	43653.88889	24.2	25.7						
