"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"09/03/2017 19:20'00"	"42981.8055555556"	"  23.7000"	"  72.0000"	""	""	""	""	""	""	
"09/03/2017 19:30'00"	"42981.8125000000"	"  23.3000"	"  74.0000"	""	""	""	""	""	""	
"09/03/2017 19:40'00"	"42981.8194444444"	"  23.2000"	"  72.0000"	""	""	""	""	""	""	
"09/03/2017 19:50'00"	"42981.8263888889"	"  23.3000"	"  69.0000"	""	""	""	""	""	""	
"09/03/2017 20:00'00"	"42981.8333333333"	"  23.5000"	"  71.0000"	""	""	""	""	""	""	
"09/03/2017 20:10'00"	"42981.8402777778"	"  23.3000"	"  75.0000"	""	""	""	""	""	""	
"09/03/2017 20:20'00"	"42981.8472222222"	"  23.3000"	"  77.0000"	""	""	""	""	""	""	
"09/03/2017 20:30'00"	"42981.8541666667"	"  23.2000"	"  77.0000"	""	""	""	""	""	""	
"09/03/2017 20:40'00"	"42981.8611111111"	"  22.9000"	"  79.0000"	""	""	""	""	""	""	
"09/03/2017 20:50'00"	"42981.8680555556"	"  22.6000"	"  81.0000"	""	""	""	""	""	""	
"09/03/2017 21:00'00"	"42981.8750000000"	"  22.4000"	"  82.0000"	""	""	""	""	""	""	
"09/03/2017 21:10'00"	"42981.8819444444"	"  22.4000"	"  82.0000"	""	""	""	""	""	""	
"09/03/2017 21:20'00"	"42981.8888888889"	"  22.2000"	"  84.0000"	""	""	""	""	""	""	
"09/03/2017 21:30'00"	"42981.8958333333"	"  22.1000"	"  86.0000"	""	""	""	""	""	""	
"09/03/2017 21:40'00"	"42981.9027777778"	"  22.1000"	"  84.0000"	""	""	""	""	""	""	
"09/03/2017 21:50'00"	"42981.9097222222"	"  22.0000"	"  87.0000"	""	""	""	""	""	""	
"09/03/2017 22:00'00"	"42981.9166666667"	"  22.0000"	"  87.0000"	""	""	""	""	""	""	
"09/03/2017 22:10'00"	"42981.9236111111"	"  22.1000"	"  86.0000"	""	""	""	""	""	""	
"09/03/2017 22:20'00"	"42981.9305555556"	"  22.0000"	"  86.0000"	""	""	""	""	""	""	
"09/03/2017 22:30'00"	"42981.9375000000"	"  21.9000"	"  88.0000"	""	""	""	""	""	""	
"09/03/2017 22:40'00"	"42981.9444444444"	"  21.7000"	"  88.0000"	""	""	""	""	""	""	
"09/03/2017 22:50'00"	"42981.9513888889"	"  21.6000"	"  89.0000"	""	""	""	""	""	""	
"09/03/2017 23:00'00"	"42981.9583333333"	"  21.9000"	"  87.0000"	""	""	""	""	""	""	
"09/03/2017 23:10'00"	"42981.9652777778"	"  21.6000"	"  88.0000"	""	""	""	""	""	""	
"09/03/2017 23:20'00"	"42981.9722222222"	"  21.5000"	"  91.0000"	""	""	""	""	""	""	
"09/03/2017 23:30'00"	"42981.9791666667"	"  21.5000"	"  88.0000"	""	""	""	""	""	""	
"09/03/2017 23:40'00"	"42981.9861111111"	"  21.3000"	"  87.0000"	""	""	""	""	""	""	
"09/03/2017 23:50'00"	"42981.9930555556"	"  21.2000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 00:00'00"	"42982.0000000000"	"  21.2000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 00:10'00"	"42982.0069444444"	"  21.1000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 00:20'00"	"42982.0138888889"	"  20.9000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 00:30'00"	"42982.0208333333"	"  20.8000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 00:40'00"	"42982.0277777778"	"  20.8000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 00:50'00"	"42982.0347222222"	"  21.0000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 01:00'00"	"42982.0416666667"	"  21.0000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 01:10'00"	"42982.0486111111"	"  21.2000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 01:20'00"	"42982.0555555556"	"  21.2000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 01:30'00"	"42982.0625000000"	"  21.2000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 01:40'00"	"42982.0694444444"	"  21.1000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 01:50'00"	"42982.0763888889"	"  21.1000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 02:00'00"	"42982.0833333333"	"  21.0000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 02:10'00"	"42982.0902777778"	"  20.9000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 02:20'00"	"42982.0972222222"	"  21.0000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 02:30'00"	"42982.1041666667"	"  21.0000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 02:40'00"	"42982.1111111111"	"  20.8000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 02:50'00"	"42982.1180555556"	"  20.9000"	"  93.0000"	""	""	""	""	""	""	
"09/04/2017 03:00'00"	"42982.1250000000"	"  20.8000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 03:10'00"	"42982.1319444444"	"  20.7000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 03:20'00"	"42982.1388888889"	"  20.7000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 03:30'00"	"42982.1458333333"	"  20.5000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 03:40'00"	"42982.1527777778"	"  20.7000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 03:50'00"	"42982.1597222222"	"  20.7000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 04:00'00"	"42982.1666666667"	"  20.6000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 04:10'00"	"42982.1736111111"	"  20.6000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 04:20'00"	"42982.1805555556"	"  20.5000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 04:30'00"	"42982.1875000000"	"  20.5000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 04:40'00"	"42982.1944444444"	"  20.6000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 04:50'00"	"42982.2013888889"	"  20.5000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 05:00'00"	"42982.2083333333"	"  20.4000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 05:10'00"	"42982.2152777778"	"  20.4000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 05:20'00"	"42982.2222222222"	"  20.4000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 05:30'00"	"42982.2291666667"	"  20.2000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 05:40'00"	"42982.2361111111"	"  20.4000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 05:50'00"	"42982.2430555556"	"  20.5000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 06:00'00"	"42982.2500000000"	"  20.8000"	"  90.0000"	""	""	""	""	""	""	
"09/04/2017 06:10'00"	"42982.2569444444"	"  20.9000"	"  88.0000"	""	""	""	""	""	""	
"09/04/2017 06:20'00"	"42982.2638888889"	"  21.3000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 06:30'00"	"42982.2708333333"	"  21.7000"	"  83.0000"	""	""	""	""	""	""	
"09/04/2017 06:40'00"	"42982.2777777778"	"  21.9000"	"  83.0000"	""	""	""	""	""	""	
"09/04/2017 06:50'00"	"42982.2847222222"	"  22.0000"	"  80.0000"	""	""	""	""	""	""	
"09/04/2017 07:00'00"	"42982.2916666667"	"  22.2000"	"  80.0000"	""	""	""	""	""	""	
"09/04/2017 07:10'00"	"42982.2986111111"	"  22.5000"	"  78.0000"	""	""	""	""	""	""	
"09/04/2017 07:20'00"	"42982.3055555556"	"  22.8000"	"  79.0000"	""	""	""	""	""	""	
"09/04/2017 07:30'00"	"42982.3125000000"	"  23.1000"	"  75.0000"	""	""	""	""	""	""	
"09/04/2017 07:40'00"	"42982.3194444444"	"  23.3000"	"  74.0000"	""	""	""	""	""	""	
"09/04/2017 07:50'00"	"42982.3263888889"	"  23.5000"	"  73.0000"	""	""	""	""	""	""	
"09/04/2017 08:00'00"	"42982.3333333333"	"  23.7000"	"  71.0000"	""	""	""	""	""	""	
"09/04/2017 08:10'00"	"42982.3402777778"	"  24.1000"	"  73.0000"	""	""	""	""	""	""	
"09/04/2017 08:20'00"	"42982.3472222222"	"  24.3000"	"  71.0000"	""	""	""	""	""	""	
"09/04/2017 08:30'00"	"42982.3541666667"	"  24.9000"	"  69.0000"	""	""	""	""	""	""	
"09/04/2017 08:40'00"	"42982.3611111111"	"  25.4000"	"  67.0000"	""	""	""	""	""	""	
"09/04/2017 08:50'00"	"42982.3680555556"	"  25.8000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 09:00'00"	"42982.3750000000"	"  26.5000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 09:10'00"	"42982.3819444444"	"  26.6000"	"  62.0000"	""	""	""	""	""	""	
"09/04/2017 09:20'00"	"42982.3888888889"	"  26.1000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 09:30'00"	"42982.3958333333"	"  26.0000"	"  66.0000"	""	""	""	""	""	""	
"09/04/2017 09:40'00"	"42982.4027777778"	"  26.0000"	"  65.0000"	""	""	""	""	""	""	
"09/04/2017 09:50'00"	"42982.4097222222"	"  26.2000"	"  65.0000"	""	""	""	""	""	""	
"09/04/2017 10:00'00"	"42982.4166666667"	"  26.3000"	"  66.0000"	""	""	""	""	""	""	
"09/04/2017 10:10'00"	"42982.4236111111"	"  27.1000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 10:20'00"	"42982.4305555556"	"  27.4000"	"  63.0000"	""	""	""	""	""	""	
"09/04/2017 10:30'00"	"42982.4375000000"	"  27.7000"	"  61.0000"	""	""	""	""	""	""	
"09/04/2017 10:40'00"	"42982.4444444444"	"  27.8000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 10:50'00"	"42982.4513888889"	"  28.2000"	"  61.0000"	""	""	""	""	""	""	
"09/04/2017 11:00'00"	"42982.4583333333"	"  28.2000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 11:10'00"	"42982.4652777778"	"  28.5000"	"  61.0000"	""	""	""	""	""	""	
"09/04/2017 11:20'00"	"42982.4722222222"	"  29.5000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 11:30'00"	"42982.4791666667"	"  29.7000"	"  56.0000"	""	""	""	""	""	""	
"09/04/2017 11:40'00"	"42982.4861111111"	"  29.7000"	"  57.0000"	""	""	""	""	""	""	
"09/04/2017 11:50'00"	"42982.4930555556"	"  29.4000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 12:00'00"	"42982.5000000000"	"  28.8000"	"  57.0000"	""	""	""	""	""	""	
"09/04/2017 12:10'00"	"42982.5069444444"	"  28.6000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 12:20'00"	"42982.5138888889"	"  28.7000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 12:30'00"	"42982.5208333333"	"  29.0000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 12:40'00"	"42982.5277777778"	"  29.0000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 12:50'00"	"42982.5347222222"	"  29.3000"	"  54.0000"	""	""	""	""	""	""	
"09/04/2017 13:00'00"	"42982.5416666667"	"  30.1000"	"  57.0000"	""	""	""	""	""	""	
"09/04/2017 13:10'00"	"42982.5486111111"	"  30.0000"	"  56.0000"	""	""	""	""	""	""	
"09/04/2017 13:20'00"	"42982.5555555556"	"  29.3000"	"  56.0000"	""	""	""	""	""	""	
"09/04/2017 13:30'00"	"42982.5625000000"	"  29.4000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 13:40'00"	"42982.5694444444"	"  29.7000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 13:50'00"	"42982.5763888889"	"  29.9000"	"  54.0000"	""	""	""	""	""	""	
"09/04/2017 14:00'00"	"42982.5833333333"	"  29.3000"	"  57.0000"	""	""	""	""	""	""	
"09/04/2017 14:10'00"	"42982.5902777778"	"  29.4000"	"  55.0000"	""	""	""	""	""	""	
"09/04/2017 14:20'00"	"42982.5972222222"	"  29.1000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 14:30'00"	"42982.6041666667"	"  29.4000"	"  55.0000"	""	""	""	""	""	""	
"09/04/2017 14:40'00"	"42982.6111111111"	"  29.4000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 14:50'00"	"42982.6180555556"	"  29.0000"	"  55.0000"	""	""	""	""	""	""	
"09/04/2017 15:00'00"	"42982.6250000000"	"  28.5000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 15:10'00"	"42982.6319444444"	"  28.0000"	"  61.0000"	""	""	""	""	""	""	
"09/04/2017 15:20'00"	"42982.6388888889"	"  27.7000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 15:30'00"	"42982.6458333333"	"  27.7000"	"  62.0000"	""	""	""	""	""	""	
"09/04/2017 15:40'00"	"42982.6527777778"	"  29.0000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 15:50'00"	"42982.6597222222"	"  28.4000"	"  58.0000"	""	""	""	""	""	""	
"09/04/2017 16:00'00"	"42982.6666666667"	"  28.1000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 16:10'00"	"42982.6736111111"	"  27.8000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 16:20'00"	"42982.6805555556"	"  28.0000"	"  60.0000"	""	""	""	""	""	""	
"09/04/2017 16:30'00"	"42982.6875000000"	"  28.7000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 16:40'00"	"42982.6944444444"	"  28.4000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 16:50'00"	"42982.7013888889"	"  28.1000"	"  59.0000"	""	""	""	""	""	""	
"09/04/2017 17:00'00"	"42982.7083333333"	"  27.8000"	"  63.0000"	""	""	""	""	""	""	
"09/04/2017 17:10'00"	"42982.7152777778"	"  27.2000"	"  61.0000"	""	""	""	""	""	""	
"09/04/2017 17:20'00"	"42982.7222222222"	"  27.0000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 17:30'00"	"42982.7291666667"	"  26.9000"	"  64.0000"	""	""	""	""	""	""	
"09/04/2017 17:40'00"	"42982.7361111111"	"  26.9000"	"  65.0000"	""	""	""	""	""	""	
"09/04/2017 17:50'00"	"42982.7430555556"	"  26.5000"	"  66.0000"	""	""	""	""	""	""	
"09/04/2017 18:00'00"	"42982.7500000000"	"  26.1000"	"  66.0000"	""	""	""	""	""	""	
"09/04/2017 18:10'00"	"42982.7569444444"	"  25.8000"	"  69.0000"	""	""	""	""	""	""	
"09/04/2017 18:20'00"	"42982.7638888889"	"  25.5000"	"  70.0000"	""	""	""	""	""	""	
"09/04/2017 18:30'00"	"42982.7708333333"	"  25.4000"	"  71.0000"	""	""	""	""	""	""	
"09/04/2017 18:40'00"	"42982.7777777778"	"  25.1000"	"  72.0000"	""	""	""	""	""	""	
"09/04/2017 18:50'00"	"42982.7847222222"	"  24.9000"	"  75.0000"	""	""	""	""	""	""	
"09/04/2017 19:00'00"	"42982.7916666667"	"  24.5000"	"  77.0000"	""	""	""	""	""	""	
"09/04/2017 19:10'00"	"42982.7986111111"	"  24.5000"	"  78.0000"	""	""	""	""	""	""	
"09/04/2017 19:20'00"	"42982.8055555556"	"  24.4000"	"  79.0000"	""	""	""	""	""	""	
"09/04/2017 19:30'00"	"42982.8125000000"	"  24.5000"	"  81.0000"	""	""	""	""	""	""	
"09/04/2017 19:40'00"	"42982.8194444444"	"  24.5000"	"  81.0000"	""	""	""	""	""	""	
"09/04/2017 19:50'00"	"42982.8263888889"	"  24.4000"	"  81.0000"	""	""	""	""	""	""	
"09/04/2017 20:00'00"	"42982.8333333333"	"  24.3000"	"  80.0000"	""	""	""	""	""	""	
"09/04/2017 20:10'00"	"42982.8402777778"	"  24.2000"	"  83.0000"	""	""	""	""	""	""	
"09/04/2017 20:20'00"	"42982.8472222222"	"  23.9000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 20:30'00"	"42982.8541666667"	"  23.8000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 20:40'00"	"42982.8611111111"	"  23.6000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 20:50'00"	"42982.8680555556"	"  23.5000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 21:00'00"	"42982.8750000000"	"  23.4000"	"  84.0000"	""	""	""	""	""	""	
"09/04/2017 21:10'00"	"42982.8819444444"	"  23.3000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 21:20'00"	"42982.8888888889"	"  23.3000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 21:30'00"	"42982.8958333333"	"  23.1000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 21:40'00"	"42982.9027777778"	"  23.2000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 21:50'00"	"42982.9097222222"	"  23.1000"	"  85.0000"	""	""	""	""	""	""	
"09/04/2017 22:00'00"	"42982.9166666667"	"  23.1000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 22:10'00"	"42982.9236111111"	"  23.0000"	"  86.0000"	""	""	""	""	""	""	
"09/04/2017 22:20'00"	"42982.9305555556"	"  22.8000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 22:30'00"	"42982.9375000000"	"  22.7000"	"  87.0000"	""	""	""	""	""	""	
"09/04/2017 22:40'00"	"42982.9444444444"	"  22.6000"	"  88.0000"	""	""	""	""	""	""	
"09/04/2017 22:50'00"	"42982.9513888889"	"  22.7000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 23:00'00"	"42982.9583333333"	"  22.4000"	"  92.0000"	""	""	""	""	""	""	
"09/04/2017 23:10'00"	"42982.9652777778"	"  22.5000"	"  91.0000"	""	""	""	""	""	""	
"09/04/2017 23:20'00"	"42982.9722222222"	"  22.5000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 23:30'00"	"42982.9791666667"	"  22.5000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 23:40'00"	"42982.9861111111"	"  22.3000"	"  89.0000"	""	""	""	""	""	""	
"09/04/2017 23:50'00"	"42982.9930555556"	"  22.3000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 00:00'00"	"42983.0000000000"	"  22.2000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 00:10'00"	"42983.0069444444"	"  22.2000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 00:20'00"	"42983.0138888889"	"  22.1000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 00:30'00"	"42983.0208333333"	"  22.1000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 00:40'00"	"42983.0277777778"	"  22.3000"	"  91.0000"	""	""	""	""	""	""	
"09/05/2017 00:50'00"	"42983.0347222222"	"  22.4000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 01:00'00"	"42983.0416666667"	"  22.5000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 01:10'00"	"42983.0486111111"	"  22.4000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 01:20'00"	"42983.0555555556"	"  22.3000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 01:30'00"	"42983.0625000000"	"  22.1000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 01:40'00"	"42983.0694444444"	"  22.0000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 01:50'00"	"42983.0763888889"	"  21.9000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 02:00'00"	"42983.0833333333"	"  21.7000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 02:10'00"	"42983.0902777778"	"  21.7000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 02:20'00"	"42983.0972222222"	"  21.5000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 02:30'00"	"42983.1041666667"	"  21.6000"	"  91.0000"	""	""	""	""	""	""	
"09/05/2017 02:40'00"	"42983.1111111111"	"  21.5000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 02:50'00"	"42983.1180555556"	"  21.3000"	"  91.0000"	""	""	""	""	""	""	
"09/05/2017 03:00'00"	"42983.1250000000"	"  21.2000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 03:10'00"	"42983.1319444444"	"  21.3000"	"  94.0000"	""	""	""	""	""	""	
"09/05/2017 03:20'00"	"42983.1388888889"	"  21.0000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 03:30'00"	"42983.1458333333"	"  21.0000"	"  95.0000"	""	""	""	""	""	""	
"09/05/2017 03:40'00"	"42983.1527777778"	"  20.9000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 03:50'00"	"42983.1597222222"	"  20.9000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 04:00'00"	"42983.1666666667"	"  20.8000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 04:10'00"	"42983.1736111111"	"  20.8000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 04:20'00"	"42983.1805555556"	"  20.8000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 04:30'00"	"42983.1875000000"	"  20.6000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 04:40'00"	"42983.1944444444"	"  20.5000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 04:50'00"	"42983.2013888889"	"  20.5000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 05:00'00"	"42983.2083333333"	"  20.5000"	"  94.0000"	""	""	""	""	""	""	
"09/05/2017 05:10'00"	"42983.2152777778"	"  20.5000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 05:20'00"	"42983.2222222222"	"  20.5000"	"  93.0000"	""	""	""	""	""	""	
"09/05/2017 05:30'00"	"42983.2291666667"	"  20.6000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 05:40'00"	"42983.2361111111"	"  20.5000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 05:50'00"	"42983.2430555556"	"  20.6000"	"  91.0000"	""	""	""	""	""	""	
"09/05/2017 06:00'00"	"42983.2500000000"	"  20.8000"	"  91.0000"	""	""	""	""	""	""	
"09/05/2017 06:10'00"	"42983.2569444444"	"  21.4000"	"  90.0000"	""	""	""	""	""	""	
"09/05/2017 06:20'00"	"42983.2638888889"	"  21.9000"	"  89.0000"	""	""	""	""	""	""	
"09/05/2017 06:30'00"	"42983.2708333333"	"  22.1000"	"  87.0000"	""	""	""	""	""	""	
"09/05/2017 06:40'00"	"42983.2777777778"	"  22.5000"	"  85.0000"	""	""	""	""	""	""	
"09/05/2017 06:50'00"	"42983.2847222222"	"  22.6000"	"  84.0000"	""	""	""	""	""	""	
"09/05/2017 07:00'00"	"42983.2916666667"	"  22.6000"	"  83.0000"	""	""	""	""	""	""	
"09/05/2017 07:10'00"	"42983.2986111111"	"  22.8000"	"  82.0000"	""	""	""	""	""	""	
"09/05/2017 07:20'00"	"42983.3055555556"	"  22.9000"	"  82.0000"	""	""	""	""	""	""	
"09/05/2017 07:30'00"	"42983.3125000000"	"  23.7000"	"  81.0000"	""	""	""	""	""	""	
"09/05/2017 07:40'00"	"42983.3194444444"	"  24.0000"	"  75.0000"	""	""	""	""	""	""	
"09/05/2017 07:50'00"	"42983.3263888889"	"  24.6000"	"  73.0000"	""	""	""	""	""	""	
"09/05/2017 08:00'00"	"42983.3333333333"	"  24.9000"	"  73.0000"	""	""	""	""	""	""	
"09/05/2017 08:10'00"	"42983.3402777778"	"  25.3000"	"  70.0000"	""	""	""	""	""	""	
"09/05/2017 08:20'00"	"42983.3472222222"	"  24.1000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 08:30'00"	"42983.3541666667"	"  23.0000"	"  97.0000"	""	""	""	""	""	""	
"09/05/2017 08:40'00"	"42983.3611111111"	"  23.8000"	"  98.0000"	""	""	""	""	""	""	
"09/05/2017 08:50'00"	"42983.3680555556"	"  24.4000"	"  92.0000"	""	""	""	""	""	""	
"09/05/2017 09:00'00"	"42983.3750000000"	"  25.6000"	"  84.0000"	""	""	""	""	""	""	
"09/05/2017 09:10'00"	"42983.3819444444"	"  26.5000"	"  73.0000"	""	""	""	""	""	""	
"09/05/2017 09:20'00"	"42983.3888888889"	"  27.7000"	"  71.0000"	""	""	""	""	""	""	
"09/05/2017 09:30'00"	"42983.3958333333"	"  29.2000"	"  64.0000"	""	""	""	""	""	""	
"09/05/2017 09:40'00"	"42983.4027777778"	"  30.0000"	"  60.0000"	""	""	""	""	""	""	
"09/05/2017 09:50'00"	"42983.4097222222"	"  30.3000"	"  60.0000"	""	""	""	""	""	""	
"09/05/2017 10:00'00"	"42983.4166666667"	"  31.0000"	"  61.0000"	""	""	""	""	""	""	
"09/05/2017 10:10'00"	"42983.4236111111"	"  30.9000"	"  57.0000"	""	""	""	""	""	""	
"09/05/2017 10:20'00"	"42983.4305555556"	"  29.2000"	"  60.0000"	""	""	""	""	""	""	
"09/05/2017 10:30'00"	"42983.4375000000"	"  29.9000"	"  61.0000"	""	""	""	""	""	""	
"09/05/2017 10:40'00"	"42983.4444444444"	"  30.3000"	"  61.0000"	""	""	""	""	""	""	
"09/05/2017 10:50'00"	"42983.4513888889"	"  30.5000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 11:00'00"	"42983.4583333333"	"  29.8000"	"  59.0000"	""	""	""	""	""	""	
"09/05/2017 11:10'00"	"42983.4652777778"	"  29.4000"	"  64.0000"	""	""	""	""	""	""	
"09/05/2017 11:20'00"	"42983.4722222222"	"  30.5000"	"  59.0000"	""	""	""	""	""	""	
"09/05/2017 11:30'00"	"42983.4791666667"	"  31.0000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 11:40'00"	"42983.4861111111"	"  31.8000"	"  52.0000"	""	""	""	""	""	""	
"09/05/2017 11:50'00"	"42983.4930555556"	"  31.7000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 12:00'00"	"42983.5000000000"	"  32.9000"	"  52.0000"	""	""	""	""	""	""	
"09/05/2017 12:10'00"	"42983.5069444444"	"  32.0000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 12:20'00"	"42983.5138888889"	"  32.9000"	"  55.0000"	""	""	""	""	""	""	
"09/05/2017 12:30'00"	"42983.5208333333"	"  33.8000"	"  52.0000"	""	""	""	""	""	""	
"09/05/2017 12:40'00"	"42983.5277777778"	"  32.3000"	"  52.0000"	""	""	""	""	""	""	
"09/05/2017 12:50'00"	"42983.5347222222"	"  32.7000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 13:00'00"	"42983.5416666667"	"  30.3000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 13:10'00"	"42983.5486111111"	"  30.5000"	"  58.0000"	""	""	""	""	""	""	
"09/05/2017 13:20'00"	"42983.5555555556"	"  30.9000"	"  59.0000"	""	""	""	""	""	""	
"09/05/2017 13:30'00"	"42983.5625000000"	"  31.8000"	"  53.0000"	""	""	""	""	""	""	
"09/05/2017 13:40'00"	"42983.5694444444"	"  32.0000"	"  55.0000"	""	""	""	""	""	""	
"09/05/2017 13:50'00"	"42983.5763888889"	"  31.3000"	"  56.0000"	""	""	""	""	""	""	
"09/05/2017 14:00'00"	"42983.5833333333"	"  31.0000"	"  56.0000"	""	""	""	""	""	""	
