"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"08/17/2017 10:00'00"	"42964.4166666667"	"  31.3000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 10:10'00"	"42964.4236111111"	"  32.0000"	"  72.0000"	""	""	""	""	""	""	
"08/17/2017 10:20'00"	"42964.4305555556"	"  32.3000"	"  65.0000"	""	""	""	""	""	""	
"08/17/2017 10:30'00"	"42964.4375000000"	"  31.5000"	"  69.0000"	""	""	""	""	""	""	
"08/17/2017 10:40'00"	"42964.4444444444"	"  30.4000"	"  76.0000"	""	""	""	""	""	""	
"08/17/2017 10:50'00"	"42964.4513888889"	"  29.9000"	"  76.0000"	""	""	""	""	""	""	
"08/17/2017 11:00'00"	"42964.4583333333"	"  29.6000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 11:10'00"	"42964.4652777778"	"  29.3000"	"  73.0000"	""	""	""	""	""	""	
"08/17/2017 11:20'00"	"42964.4722222222"	"  29.0000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 11:30'00"	"42964.4791666667"	"  28.7000"	"  79.0000"	""	""	""	""	""	""	
"08/17/2017 11:40'00"	"42964.4861111111"	"  29.5000"	"  79.0000"	""	""	""	""	""	""	
"08/17/2017 11:50'00"	"42964.4930555556"	"  33.2000"	"  70.0000"	""	""	""	""	""	""	
"08/17/2017 12:00'00"	"42964.5000000000"	"  34.8000"	"  61.0000"	""	""	""	""	""	""	
"08/17/2017 12:10'00"	"42964.5069444444"	"  35.6000"	"  58.0000"	""	""	""	""	""	""	
"08/17/2017 12:20'00"	"42964.5138888889"	"  36.2000"	"  58.0000"	""	""	""	""	""	""	
"08/17/2017 12:30'00"	"42964.5208333333"	"  36.5000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 12:40'00"	"42964.5277777778"	"  36.5000"	"  56.0000"	""	""	""	""	""	""	
"08/17/2017 12:50'00"	"42964.5347222222"	"  35.9000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 13:00'00"	"42964.5416666667"	"  36.0000"	"  56.0000"	""	""	""	""	""	""	
"08/17/2017 13:10'00"	"42964.5486111111"	"  35.0000"	"  56.0000"	""	""	""	""	""	""	
"08/17/2017 13:20'00"	"42964.5555555556"	"  35.8000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 13:30'00"	"42964.5625000000"	"  35.5000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 13:40'00"	"42964.5694444444"	"  35.7000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 13:50'00"	"42964.5763888889"	"  33.4000"	"  60.0000"	""	""	""	""	""	""	
"08/17/2017 14:00'00"	"42964.5833333333"	"  33.9000"	"  60.0000"	""	""	""	""	""	""	
"08/17/2017 14:10'00"	"42964.5902777778"	"  34.4000"	"  59.0000"	""	""	""	""	""	""	
"08/17/2017 14:20'00"	"42964.5972222222"	"  35.0000"	"  56.0000"	""	""	""	""	""	""	
"08/17/2017 14:30'00"	"42964.6041666667"	"  35.2000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 14:40'00"	"42964.6111111111"	"  35.4000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 14:50'00"	"42964.6180555556"	"  35.6000"	"  53.0000"	""	""	""	""	""	""	
"08/17/2017 15:00'00"	"42964.6250000000"	"  35.1000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 15:10'00"	"42964.6319444444"	"  35.2000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 15:20'00"	"42964.6388888889"	"  35.5000"	"  53.0000"	""	""	""	""	""	""	
"08/17/2017 15:30'00"	"42964.6458333333"	"  34.7000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 15:40'00"	"42964.6527777778"	"  34.8000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 15:50'00"	"42964.6597222222"	"  34.4000"	"  55.0000"	""	""	""	""	""	""	
"08/17/2017 16:00'00"	"42964.6666666667"	"  34.6000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 16:10'00"	"42964.6736111111"	"  33.6000"	"  57.0000"	""	""	""	""	""	""	
"08/17/2017 16:20'00"	"42964.6805555556"	"  33.6000"	"  58.0000"	""	""	""	""	""	""	
"08/17/2017 16:30'00"	"42964.6875000000"	"  33.2000"	"  61.0000"	""	""	""	""	""	""	
"08/17/2017 16:40'00"	"42964.6944444444"	"  32.6000"	"  61.0000"	""	""	""	""	""	""	
"08/17/2017 16:50'00"	"42964.7013888889"	"  31.7000"	"  62.0000"	""	""	""	""	""	""	
"08/17/2017 17:00'00"	"42964.7083333333"	"  31.5000"	"  64.0000"	""	""	""	""	""	""	
"08/17/2017 17:10'00"	"42964.7152777778"	"  31.4000"	"  65.0000"	""	""	""	""	""	""	
"08/17/2017 17:20'00"	"42964.7222222222"	"  31.3000"	"  66.0000"	""	""	""	""	""	""	
"08/17/2017 17:30'00"	"42964.7291666667"	"  31.1000"	"  66.0000"	""	""	""	""	""	""	
"08/17/2017 17:40'00"	"42964.7361111111"	"  30.0000"	"  69.0000"	""	""	""	""	""	""	
"08/17/2017 17:50'00"	"42964.7430555556"	"  29.4000"	"  74.0000"	""	""	""	""	""	""	
"08/17/2017 18:00'00"	"42964.7500000000"	"  29.4000"	"  73.0000"	""	""	""	""	""	""	
"08/17/2017 18:10'00"	"42964.7569444444"	"  28.8000"	"  75.0000"	""	""	""	""	""	""	
"08/17/2017 18:20'00"	"42964.7638888889"	"  28.4000"	"  77.0000"	""	""	""	""	""	""	
"08/17/2017 18:30'00"	"42964.7708333333"	"  28.0000"	"  79.0000"	""	""	""	""	""	""	
"08/17/2017 18:40'00"	"42964.7777777778"	"  27.7000"	"  82.0000"	""	""	""	""	""	""	
"08/17/2017 18:50'00"	"42964.7847222222"	"  27.8000"	"  83.0000"	""	""	""	""	""	""	
"08/17/2017 19:00'00"	"42964.7916666667"	"  27.7000"	"  83.0000"	""	""	""	""	""	""	
"08/17/2017 19:10'00"	"42964.7986111111"	"  27.6000"	"  84.0000"	""	""	""	""	""	""	
"08/17/2017 19:20'00"	"42964.8055555556"	"  27.6000"	"  83.0000"	""	""	""	""	""	""	
"08/17/2017 19:30'00"	"42964.8125000000"	"  27.6000"	"  84.0000"	""	""	""	""	""	""	
"08/17/2017 19:40'00"	"42964.8194444444"	"  27.5000"	"  83.0000"	""	""	""	""	""	""	
"08/17/2017 19:50'00"	"42964.8263888889"	"  27.5000"	"  84.0000"	""	""	""	""	""	""	
"08/17/2017 20:00'00"	"42964.8333333333"	"  27.3000"	"  84.0000"	""	""	""	""	""	""	
"08/17/2017 20:10'00"	"42964.8402777778"	"  27.3000"	"  85.0000"	""	""	""	""	""	""	
"08/17/2017 20:20'00"	"42964.8472222222"	"  27.4000"	"  85.0000"	""	""	""	""	""	""	
"08/17/2017 20:30'00"	"42964.8541666667"	"  27.4000"	"  86.0000"	""	""	""	""	""	""	
"08/17/2017 20:40'00"	"42964.8611111111"	"  27.3000"	"  85.0000"	""	""	""	""	""	""	
"08/17/2017 20:50'00"	"42964.8680555556"	"  27.1000"	"  85.0000"	""	""	""	""	""	""	
"08/17/2017 21:00'00"	"42964.8750000000"	"  26.8000"	"  86.0000"	""	""	""	""	""	""	
"08/17/2017 21:10'00"	"42964.8819444444"	"  26.6000"	"  87.0000"	""	""	""	""	""	""	
"08/17/2017 21:20'00"	"42964.8888888889"	"  26.5000"	"  88.0000"	""	""	""	""	""	""	
"08/17/2017 21:30'00"	"42964.8958333333"	"  26.4000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 21:40'00"	"42964.9027777778"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 21:50'00"	"42964.9097222222"	"  26.3000"	"  90.0000"	""	""	""	""	""	""	
"08/17/2017 22:00'00"	"42964.9166666667"	"  26.3000"	"  90.0000"	""	""	""	""	""	""	
"08/17/2017 22:10'00"	"42964.9236111111"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 22:20'00"	"42964.9305555556"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 22:30'00"	"42964.9375000000"	"  26.2000"	"  90.0000"	""	""	""	""	""	""	
"08/17/2017 22:40'00"	"42964.9444444444"	"  26.3000"	"  90.0000"	""	""	""	""	""	""	
"08/17/2017 22:50'00"	"42964.9513888889"	"  26.5000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 23:00'00"	"42964.9583333333"	"  26.6000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 23:10'00"	"42964.9652777778"	"  26.6000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 23:20'00"	"42964.9722222222"	"  26.6000"	"  88.0000"	""	""	""	""	""	""	
"08/17/2017 23:30'00"	"42964.9791666667"	"  26.6000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 23:40'00"	"42964.9861111111"	"  26.4000"	"  89.0000"	""	""	""	""	""	""	
"08/17/2017 23:50'00"	"42964.9930555556"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 00:00'00"	"42965.0000000000"	"  26.3000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 00:10'00"	"42965.0069444444"	"  26.4000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 00:20'00"	"42965.0138888889"	"  26.5000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 00:30'00"	"42965.0208333333"	"  26.5000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 00:40'00"	"42965.0277777778"	"  26.6000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 00:50'00"	"42965.0347222222"	"  26.5000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 01:00'00"	"42965.0416666667"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 01:10'00"	"42965.0486111111"	"  26.2000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 01:20'00"	"42965.0555555556"	"  26.2000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 01:30'00"	"42965.0625000000"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 01:40'00"	"42965.0694444444"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 01:50'00"	"42965.0763888889"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 02:00'00"	"42965.0833333333"	"  26.4000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 02:10'00"	"42965.0902777778"	"  26.4000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 02:20'00"	"42965.0972222222"	"  26.4000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 02:30'00"	"42965.1041666667"	"  26.4000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 02:40'00"	"42965.1111111111"	"  26.3000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 02:50'00"	"42965.1180555556"	"  26.2000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 03:00'00"	"42965.1250000000"	"  26.1000"	"  91.0000"	""	""	""	""	""	""	
"08/18/2017 03:10'00"	"42965.1319444444"	"  25.9000"	"  92.0000"	""	""	""	""	""	""	
"08/18/2017 03:20'00"	"42965.1388888889"	"  25.8000"	"  92.0000"	""	""	""	""	""	""	
"08/18/2017 03:30'00"	"42965.1458333333"	"  25.8000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 03:40'00"	"42965.1527777778"	"  25.8000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 03:50'00"	"42965.1597222222"	"  25.7000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 04:00'00"	"42965.1666666667"	"  25.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 04:10'00"	"42965.1736111111"	"  25.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 04:20'00"	"42965.1805555556"	"  25.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 04:30'00"	"42965.1875000000"	"  25.5000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 04:40'00"	"42965.1944444444"	"  25.5000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 04:50'00"	"42965.2013888889"	"  25.4000"	"  95.0000"	""	""	""	""	""	""	
"08/18/2017 05:00'00"	"42965.2083333333"	"  25.4000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 05:10'00"	"42965.2152777778"	"  25.4000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 05:20'00"	"42965.2222222222"	"  25.5000"	"  97.0000"	""	""	""	""	""	""	
"08/18/2017 05:30'00"	"42965.2291666667"	"  25.6000"	"  97.0000"	""	""	""	""	""	""	
"08/18/2017 05:40'00"	"42965.2361111111"	"  25.7000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 05:50'00"	"42965.2430555556"	"  26.0000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 06:00'00"	"42965.2500000000"	"  26.3000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 06:10'00"	"42965.2569444444"	"  26.7000"	"  91.0000"	""	""	""	""	""	""	
"08/18/2017 06:20'00"	"42965.2638888889"	"  27.0000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 06:30'00"	"42965.2708333333"	"  27.0000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 06:40'00"	"42965.2777777778"	"  27.1000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 06:50'00"	"42965.2847222222"	"  27.4000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 07:00'00"	"42965.2916666667"	"  27.8000"	"  86.0000"	""	""	""	""	""	""	
"08/18/2017 07:10'00"	"42965.2986111111"	"  28.1000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 07:20'00"	"42965.3055555556"	"  27.8000"	"  86.0000"	""	""	""	""	""	""	
"08/18/2017 07:30'00"	"42965.3125000000"	"  27.8000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 07:40'00"	"42965.3194444444"	"  28.0000"	"  86.0000"	""	""	""	""	""	""	
"08/18/2017 07:50'00"	"42965.3263888889"	"  28.0000"	"  86.0000"	""	""	""	""	""	""	
"08/18/2017 08:00'00"	"42965.3333333333"	"  28.2000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 08:10'00"	"42965.3402777778"	"  28.9000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 08:20'00"	"42965.3472222222"	"  29.8000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 08:30'00"	"42965.3541666667"	"  29.3000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 08:40'00"	"42965.3611111111"	"  29.3000"	"  81.0000"	""	""	""	""	""	""	
"08/18/2017 08:50'00"	"42965.3680555556"	"  29.5000"	"  79.0000"	""	""	""	""	""	""	
"08/18/2017 09:00'00"	"42965.3750000000"	"  29.6000"	"  79.0000"	""	""	""	""	""	""	
"08/18/2017 09:10'00"	"42965.3819444444"	"  29.2000"	"  81.0000"	""	""	""	""	""	""	
"08/18/2017 09:20'00"	"42965.3888888889"	"  29.9000"	"  79.0000"	""	""	""	""	""	""	
"08/18/2017 09:30'00"	"42965.3958333333"	"  29.6000"	"  79.0000"	""	""	""	""	""	""	
"08/18/2017 09:40'00"	"42965.4027777778"	"  28.7000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 09:50'00"	"42965.4097222222"	"  29.0000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 10:00'00"	"42965.4166666667"	"  30.6000"	"  84.0000"	""	""	""	""	""	""	
"08/18/2017 10:10'00"	"42965.4236111111"	"  30.6000"	"  83.0000"	""	""	""	""	""	""	
"08/18/2017 10:20'00"	"42965.4305555556"	"  30.2000"	"  84.0000"	""	""	""	""	""	""	
"08/18/2017 10:30'00"	"42965.4375000000"	"  29.9000"	"  84.0000"	""	""	""	""	""	""	
"08/18/2017 10:40'00"	"42965.4444444444"	"  28.6000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 10:50'00"	"42965.4513888889"	"  27.9000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 11:00'00"	"42965.4583333333"	"  28.1000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 11:10'00"	"42965.4652777778"	"  28.3000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 11:20'00"	"42965.4722222222"	"  29.1000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 11:30'00"	"42965.4791666667"	"  29.2000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 11:40'00"	"42965.4861111111"	"  29.5000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 11:50'00"	"42965.4930555556"	"  30.7000"	"  81.0000"	""	""	""	""	""	""	
"08/18/2017 12:00'00"	"42965.5000000000"	"  30.0000"	"  81.0000"	""	""	""	""	""	""	
"08/18/2017 12:10'00"	"42965.5069444444"	"  29.4000"	"  82.0000"	""	""	""	""	""	""	
"08/18/2017 12:20'00"	"42965.5138888889"	"  29.2000"	"  84.0000"	""	""	""	""	""	""	
"08/18/2017 12:30'00"	"42965.5208333333"	"  30.3000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 12:40'00"	"42965.5277777778"	"  32.5000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 12:50'00"	"42965.5347222222"	"  31.2000"	"  70.0000"	""	""	""	""	""	""	
"08/18/2017 13:00'00"	"42965.5416666667"	"  31.0000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 13:10'00"	"42965.5486111111"	"  32.5000"	"  71.0000"	""	""	""	""	""	""	
"08/18/2017 13:20'00"	"42965.5555555556"	"  34.3000"	"  61.0000"	""	""	""	""	""	""	
"08/18/2017 13:30'00"	"42965.5625000000"	"  35.0000"	"  60.0000"	""	""	""	""	""	""	
"08/18/2017 13:40'00"	"42965.5694444444"	"  33.3000"	"  61.0000"	""	""	""	""	""	""	
"08/18/2017 13:50'00"	"42965.5763888889"	"  32.3000"	"  65.0000"	""	""	""	""	""	""	
"08/18/2017 14:00'00"	"42965.5833333333"	"  31.4000"	"  68.0000"	""	""	""	""	""	""	
"08/18/2017 14:10'00"	"42965.5902777778"	"  31.1000"	"  69.0000"	""	""	""	""	""	""	
"08/18/2017 14:20'00"	"42965.5972222222"	"  30.5000"	"  72.0000"	""	""	""	""	""	""	
"08/18/2017 14:30'00"	"42965.6041666667"	"  29.7000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 14:40'00"	"42965.6111111111"	"  29.4000"	"  74.0000"	""	""	""	""	""	""	
"08/18/2017 14:50'00"	"42965.6180555556"	"  29.5000"	"  75.0000"	""	""	""	""	""	""	
"08/18/2017 15:00'00"	"42965.6250000000"	"  30.1000"	"  74.0000"	""	""	""	""	""	""	
"08/18/2017 15:10'00"	"42965.6319444444"	"  30.4000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 15:20'00"	"42965.6388888889"	"  30.9000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 15:30'00"	"42965.6458333333"	"  30.8000"	"  73.0000"	""	""	""	""	""	""	
"08/18/2017 15:40'00"	"42965.6527777778"	"  31.2000"	"  71.0000"	""	""	""	""	""	""	
"08/18/2017 15:50'00"	"42965.6597222222"	"  31.5000"	"  69.0000"	""	""	""	""	""	""	
"08/18/2017 16:00'00"	"42965.6666666667"	"  31.9000"	"  68.0000"	""	""	""	""	""	""	
"08/18/2017 16:10'00"	"42965.6736111111"	"  30.5000"	"  72.0000"	""	""	""	""	""	""	
"08/18/2017 16:20'00"	"42965.6805555556"	"  30.5000"	"  75.0000"	""	""	""	""	""	""	
"08/18/2017 16:30'00"	"42965.6875000000"	"  30.3000"	"  75.0000"	""	""	""	""	""	""	
"08/18/2017 16:40'00"	"42965.6944444444"	"  30.7000"	"  76.0000"	""	""	""	""	""	""	
"08/18/2017 16:50'00"	"42965.7013888889"	"  30.1000"	"  75.0000"	""	""	""	""	""	""	
"08/18/2017 17:00'00"	"42965.7083333333"	"  30.1000"	"  74.0000"	""	""	""	""	""	""	
"08/18/2017 17:10'00"	"42965.7152777778"	"  29.8000"	"  74.0000"	""	""	""	""	""	""	
"08/18/2017 17:20'00"	"42965.7222222222"	"  29.5000"	"  78.0000"	""	""	""	""	""	""	
"08/18/2017 17:30'00"	"42965.7291666667"	"  29.1000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 17:40'00"	"42965.7361111111"	"  28.8000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 17:50'00"	"42965.7430555556"	"  29.0000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 18:00'00"	"42965.7500000000"	"  29.1000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 18:10'00"	"42965.7569444444"	"  28.7000"	"  80.0000"	""	""	""	""	""	""	
"08/18/2017 18:20'00"	"42965.7638888889"	"  28.3000"	"  84.0000"	""	""	""	""	""	""	
"08/18/2017 18:30'00"	"42965.7708333333"	"  28.0000"	"  85.0000"	""	""	""	""	""	""	
"08/18/2017 18:40'00"	"42965.7777777778"	"  27.8000"	"  86.0000"	""	""	""	""	""	""	
"08/18/2017 18:50'00"	"42965.7847222222"	"  27.6000"	"  88.0000"	""	""	""	""	""	""	
"08/18/2017 19:00'00"	"42965.7916666667"	"  27.5000"	"  89.0000"	""	""	""	""	""	""	
"08/18/2017 19:10'00"	"42965.7986111111"	"  27.3000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 19:20'00"	"42965.8055555556"	"  27.2000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 19:30'00"	"42965.8125000000"	"  27.0000"	"  90.0000"	""	""	""	""	""	""	
"08/18/2017 19:40'00"	"42965.8194444444"	"  26.9000"	"  91.0000"	""	""	""	""	""	""	
"08/18/2017 19:50'00"	"42965.8263888889"	"  26.8000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 20:00'00"	"42965.8333333333"	"  26.7000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 20:10'00"	"42965.8402777778"	"  26.8000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 20:20'00"	"42965.8472222222"	"  26.7000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 20:30'00"	"42965.8541666667"	"  26.7000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 20:40'00"	"42965.8611111111"	"  26.7000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 20:50'00"	"42965.8680555556"	"  26.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 21:00'00"	"42965.8750000000"	"  26.6000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 21:10'00"	"42965.8819444444"	"  26.7000"	"  95.0000"	""	""	""	""	""	""	
"08/18/2017 21:20'00"	"42965.8888888889"	"  26.7000"	"  95.0000"	""	""	""	""	""	""	
"08/18/2017 21:30'00"	"42965.8958333333"	"  26.6000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 21:40'00"	"42965.9027777778"	"  26.4000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 21:50'00"	"42965.9097222222"	"  26.5000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 22:00'00"	"42965.9166666667"	"  26.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 22:10'00"	"42965.9236111111"	"  26.6000"	"  93.0000"	""	""	""	""	""	""	
"08/18/2017 22:20'00"	"42965.9305555556"	"  26.5000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 22:30'00"	"42965.9375000000"	"  26.5000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 22:40'00"	"42965.9444444444"	"  26.5000"	"  95.0000"	""	""	""	""	""	""	
"08/18/2017 22:50'00"	"42965.9513888889"	"  26.5000"	"  94.0000"	""	""	""	""	""	""	
"08/18/2017 23:00'00"	"42965.9583333333"	"  26.3000"	"  95.0000"	""	""	""	""	""	""	
"08/18/2017 23:10'00"	"42965.9652777778"	"  26.1000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 23:20'00"	"42965.9722222222"	"  26.2000"	"  96.0000"	""	""	""	""	""	""	
"08/18/2017 23:30'00"	"42965.9791666667"	"  26.3000"	"  97.0000"	""	""	""	""	""	""	
"08/18/2017 23:40'00"	"42965.9861111111"	"  26.2000"	"  97.0000"	""	""	""	""	""	""	
"08/18/2017 23:50'00"	"42965.9930555556"	"  25.8000"	"  96.0000"	""	""	""	""	""	""	
"08/19/2017 00:00'00"	"42966.0000000000"	"  25.7000"	"  96.0000"	""	""	""	""	""	""	
"08/19/2017 00:10'00"	"42966.0069444444"	"  25.6000"	"  96.0000"	""	""	""	""	""	""	
"08/19/2017 00:20'00"	"42966.0138888889"	"  25.5000"	"  96.0000"	""	""	""	""	""	""	
"08/19/2017 00:30'00"	"42966.0208333333"	"  25.6000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 00:40'00"	"42966.0277777778"	"  25.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 00:50'00"	"42966.0347222222"	"  25.5000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 01:00'00"	"42966.0416666667"	"  25.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 01:10'00"	"42966.0486111111"	"  25.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 01:20'00"	"42966.0555555556"	"  25.5000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 01:30'00"	"42966.0625000000"	"  25.2000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 01:40'00"	"42966.0694444444"	"  25.4000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 01:50'00"	"42966.0763888889"	"  25.2000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 02:00'00"	"42966.0833333333"	"  25.1000"	"  97.0000"	""	""	""	""	""	""	
"08/19/2017 02:10'00"	"42966.0902777778"	"  25.2000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 02:20'00"	"42966.0972222222"	"  25.1000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 02:30'00"	"42966.1041666667"	"  24.9000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 02:40'00"	"42966.1111111111"	"  24.8000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 02:50'00"	"42966.1180555556"	"  24.8000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 03:00'00"	"42966.1250000000"	"  24.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 03:10'00"	"42966.1319444444"	"  24.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 03:20'00"	"42966.1388888889"	"  24.7000"	"  99.0000"	""	""	""	""	""	""	
"08/19/2017 03:30'00"	"42966.1458333333"	"  24.4000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 03:40'00"	"42966.1527777778"	"  24.6000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 03:50'00"	"42966.1597222222"	"  24.5000"	"  98.0000"	""	""	""	""	""	""	
"08/19/2017 04:00'00"	"42966.1666666667"	"  24.5000"	"  99.0000"	""	""	""	""	""	""	
"08/19/2017 04:10'00"	"42966.1736111111"	"  24.4000"	"  99.0000"	""	""	""	""	""	""	
"08/19/2017 04:20'00"	"42966.1805555556"	"  24.3000"	"  99.0000"	""	""	""	""	""	""	
"08/19/2017 04:30'00"	"42966.1875000000"	"  24.3000"	"  99.0000"	""	""	""	""	""	""	
"08/19/2017 04:40'00"	"42966.1944444444"	"  24.4000"	"  99.0000"	""	""	""	""	""	""	
