"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	""	""	""	""	""	""
"11/17/2016 17:20'00"	"42691.7222222222"	"  13.0000"	"  94.0000"	""	""	""	""	""	""	
"11/17/2016 17:30'00"	"42691.7291666667"	"  12.9000"	"  95.0000"	""	""	""	""	""	""	
"11/17/2016 17:40'00"	"42691.7361111111"	"  12.8000"	"  94.0000"	""	""	""	""	""	""	
"11/17/2016 17:50'00"	"42691.7430555556"	"  12.6000"	"  95.0000"	""	""	""	""	""	""	
"11/17/2016 18:00'00"	"42691.7500000000"	"  12.6000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 18:10'00"	"42691.7569444444"	"  12.5000"	"  95.0000"	""	""	""	""	""	""	
"11/17/2016 18:20'00"	"42691.7638888889"	"  12.5000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 18:30'00"	"42691.7708333333"	"  12.4000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 18:40'00"	"42691.7777777778"	"  12.2000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 18:50'00"	"42691.7847222222"	"  12.1000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 19:00'00"	"42691.7916666667"	"  12.0000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 19:10'00"	"42691.7986111111"	"  11.9000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 19:20'00"	"42691.8055555556"	"  11.8000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 19:30'00"	"42691.8125000000"	"  11.8000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 19:40'00"	"42691.8194444444"	"  11.8000"	"  98.0000"	""	""	""	""	""	""	
"11/17/2016 19:50'00"	"42691.8263888889"	"  11.6000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 20:00'00"	"42691.8333333333"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 20:10'00"	"42691.8402777778"	"  11.6000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 20:20'00"	"42691.8472222222"	"  11.5000"	"  96.0000"	""	""	""	""	""	""	
"11/17/2016 20:30'00"	"42691.8541666667"	"  11.4000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 20:40'00"	"42691.8611111111"	"  11.4000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 20:50'00"	"42691.8680555556"	"  11.1000"	"  97.0000"	""	""	""	""	""	""	
"11/17/2016 21:00'00"	"42691.8750000000"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 21:10'00"	"42691.8819444444"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 21:20'00"	"42691.8888888889"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 21:30'00"	"42691.8958333333"	"  10.7000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 21:40'00"	"42691.9027777778"	"  10.7000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 21:50'00"	"42691.9097222222"	"  10.5000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:00'00"	"42691.9166666667"	"  10.3000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:10'00"	"42691.9236111111"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:20'00"	"42691.9305555556"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:30'00"	"42691.9375000000"	"  10.4000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:40'00"	"42691.9444444444"	"  10.1000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 22:50'00"	"42691.9513888889"	"  10.0000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:00'00"	"42691.9583333333"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:10'00"	"42691.9652777778"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:20'00"	"42691.9722222222"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:30'00"	"42691.9791666667"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:40'00"	"42691.9861111111"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/17/2016 23:50'00"	"42691.9930555556"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:00'00"	"42692.0000000000"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:10'00"	"42692.0069444444"	"  10.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:20'00"	"42692.0138888889"	"   9.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:30'00"	"42692.0208333333"	"   9.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:40'00"	"42692.0277777778"	"   9.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 00:50'00"	"42692.0347222222"	"   9.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:00'00"	"42692.0416666667"	"   9.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:10'00"	"42692.0486111111"	"   9.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:20'00"	"42692.0555555556"	"   9.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:30'00"	"42692.0625000000"	"   9.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:40'00"	"42692.0694444444"	"   9.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 01:50'00"	"42692.0763888889"	"   9.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:00'00"	"42692.0833333333"	"   9.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:10'00"	"42692.0902777778"	"   9.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:20'00"	"42692.0972222222"	"   9.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:30'00"	"42692.1041666667"	"  10.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:40'00"	"42692.1111111111"	"  10.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 02:50'00"	"42692.1180555556"	"  10.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:00'00"	"42692.1250000000"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:10'00"	"42692.1319444444"	"  10.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:20'00"	"42692.1388888889"	"  10.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:30'00"	"42692.1458333333"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:40'00"	"42692.1527777778"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 03:50'00"	"42692.1597222222"	"  10.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:00'00"	"42692.1666666667"	"  10.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:10'00"	"42692.1736111111"	"  10.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:20'00"	"42692.1805555556"	"  10.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:30'00"	"42692.1875000000"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:40'00"	"42692.1944444444"	"  10.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 04:50'00"	"42692.2013888889"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:00'00"	"42692.2083333333"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:10'00"	"42692.2152777778"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:20'00"	"42692.2222222222"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:30'00"	"42692.2291666667"	"  10.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:40'00"	"42692.2361111111"	"  11.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 05:50'00"	"42692.2430555556"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:00'00"	"42692.2500000000"	"  11.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:10'00"	"42692.2569444444"	"  11.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:20'00"	"42692.2638888889"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:30'00"	"42692.2708333333"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:40'00"	"42692.2777777778"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 06:50'00"	"42692.2847222222"	"  11.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:00'00"	"42692.2916666667"	"  11.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:10'00"	"42692.2986111111"	"  11.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:20'00"	"42692.3055555556"	"  11.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:30'00"	"42692.3125000000"	"  12.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:40'00"	"42692.3194444444"	"  12.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 07:50'00"	"42692.3263888889"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:00'00"	"42692.3333333333"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:10'00"	"42692.3402777778"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:20'00"	"42692.3472222222"	"  14.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:30'00"	"42692.3541666667"	"  15.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:40'00"	"42692.3611111111"	"  15.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 08:50'00"	"42692.3680555556"	"  15.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 09:00'00"	"42692.3750000000"	"  16.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 09:10'00"	"42692.3819444444"	"  17.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 09:20'00"	"42692.3888888889"	"  17.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 09:30'00"	"42692.3958333333"	"  17.3000"	"  94.0000"	""	""	""	""	""	""	
"11/18/2016 09:40'00"	"42692.4027777778"	"  16.9000"	"  88.0000"	""	""	""	""	""	""	
"11/18/2016 09:50'00"	"42692.4097222222"	"  17.0000"	"  89.0000"	""	""	""	""	""	""	
"11/18/2016 10:00'00"	"42692.4166666667"	"  17.7000"	"  87.0000"	""	""	""	""	""	""	
"11/18/2016 10:10'00"	"42692.4236111111"	"  18.4000"	"  81.0000"	""	""	""	""	""	""	
"11/18/2016 10:20'00"	"42692.4305555556"	"  19.1000"	"  78.0000"	""	""	""	""	""	""	
"11/18/2016 10:30'00"	"42692.4375000000"	"  19.7000"	"  82.0000"	""	""	""	""	""	""	
"11/18/2016 10:40'00"	"42692.4444444444"	"  20.3000"	"  78.0000"	""	""	""	""	""	""	
"11/18/2016 10:50'00"	"42692.4513888889"	"  21.1000"	"  82.0000"	""	""	""	""	""	""	
"11/18/2016 11:00'00"	"42692.4583333333"	"  21.2000"	"  79.0000"	""	""	""	""	""	""	
"11/18/2016 11:10'00"	"42692.4652777778"	"  21.5000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 11:20'00"	"42692.4722222222"	"  21.5000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 11:30'00"	"42692.4791666667"	"  21.8000"	"  74.0000"	""	""	""	""	""	""	
"11/18/2016 11:40'00"	"42692.4861111111"	"  22.2000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 11:50'00"	"42692.4930555556"	"  22.7000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 12:00'00"	"42692.5000000000"	"  22.8000"	"  75.0000"	""	""	""	""	""	""	
"11/18/2016 12:10'00"	"42692.5069444444"	"  22.9000"	"  77.0000"	""	""	""	""	""	""	
"11/18/2016 12:20'00"	"42692.5138888889"	"  22.9000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 12:30'00"	"42692.5208333333"	"  23.2000"	"  72.0000"	""	""	""	""	""	""	
"11/18/2016 12:40'00"	"42692.5277777778"	"  23.3000"	"  72.0000"	""	""	""	""	""	""	
"11/18/2016 12:50'00"	"42692.5347222222"	"  23.5000"	"  77.0000"	""	""	""	""	""	""	
"11/18/2016 13:00'00"	"42692.5416666667"	"  23.6000"	"  77.0000"	""	""	""	""	""	""	
"11/18/2016 13:10'00"	"42692.5486111111"	"  23.9000"	"  81.0000"	""	""	""	""	""	""	
"11/18/2016 13:20'00"	"42692.5555555556"	"  23.8000"	"  78.0000"	""	""	""	""	""	""	
"11/18/2016 13:30'00"	"42692.5625000000"	"  23.7000"	"  78.0000"	""	""	""	""	""	""	
"11/18/2016 13:40'00"	"42692.5694444444"	"  23.3000"	"  76.0000"	""	""	""	""	""	""	
"11/18/2016 13:50'00"	"42692.5763888889"	"  22.5000"	"  78.0000"	""	""	""	""	""	""	
"11/18/2016 14:00'00"	"42692.5833333333"	"  22.2000"	"  79.0000"	""	""	""	""	""	""	
"11/18/2016 14:10'00"	"42692.5902777778"	"  21.4000"	"  82.0000"	""	""	""	""	""	""	
"11/18/2016 14:20'00"	"42692.5972222222"	"  22.2000"	"  90.0000"	""	""	""	""	""	""	
"11/18/2016 14:30'00"	"42692.6041666667"	"  22.2000"	"  85.0000"	""	""	""	""	""	""	
"11/18/2016 14:40'00"	"42692.6111111111"	"  21.7000"	"  85.0000"	""	""	""	""	""	""	
"11/18/2016 14:50'00"	"42692.6180555556"	"  21.2000"	"  87.0000"	""	""	""	""	""	""	
"11/18/2016 15:00'00"	"42692.6250000000"	"  20.7000"	"  86.0000"	""	""	""	""	""	""	
"11/18/2016 15:10'00"	"42692.6319444444"	"  20.3000"	"  85.0000"	""	""	""	""	""	""	
"11/18/2016 15:20'00"	"42692.6388888889"	"  19.7000"	"  87.0000"	""	""	""	""	""	""	
"11/18/2016 15:30'00"	"42692.6458333333"	"  19.2000"	"  88.0000"	""	""	""	""	""	""	
"11/18/2016 15:40'00"	"42692.6527777778"	"  18.5000"	"  89.0000"	""	""	""	""	""	""	
"11/18/2016 15:50'00"	"42692.6597222222"	"  17.7000"	"  91.0000"	""	""	""	""	""	""	
"11/18/2016 16:00'00"	"42692.6666666667"	"  17.2000"	"  94.0000"	""	""	""	""	""	""	
"11/18/2016 16:10'00"	"42692.6736111111"	"  16.9000"	"  95.0000"	""	""	""	""	""	""	
"11/18/2016 16:20'00"	"42692.6805555556"	"  16.8000"	"  97.0000"	""	""	""	""	""	""	
"11/18/2016 16:30'00"	"42692.6875000000"	"  16.5000"	"  98.0000"	""	""	""	""	""	""	
"11/18/2016 16:40'00"	"42692.6944444444"	"  16.1000"	"  98.0000"	""	""	""	""	""	""	
"11/18/2016 16:50'00"	"42692.7013888889"	"  15.7000"	"  98.0000"	""	""	""	""	""	""	
"11/18/2016 17:00'00"	"42692.7083333333"	"  15.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 17:10'00"	"42692.7152777778"	"  15.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 17:20'00"	"42692.7222222222"	"  14.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 17:30'00"	"42692.7291666667"	"  14.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 17:40'00"	"42692.7361111111"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 17:50'00"	"42692.7430555556"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:00'00"	"42692.7500000000"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:10'00"	"42692.7569444444"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:20'00"	"42692.7638888889"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:30'00"	"42692.7708333333"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:40'00"	"42692.7777777778"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 18:50'00"	"42692.7847222222"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:00'00"	"42692.7916666667"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:10'00"	"42692.7986111111"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:20'00"	"42692.8055555556"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:30'00"	"42692.8125000000"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:40'00"	"42692.8194444444"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 19:50'00"	"42692.8263888889"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:00'00"	"42692.8333333333"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:10'00"	"42692.8402777778"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:20'00"	"42692.8472222222"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:30'00"	"42692.8541666667"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:40'00"	"42692.8611111111"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 20:50'00"	"42692.8680555556"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:00'00"	"42692.8750000000"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:10'00"	"42692.8819444444"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:20'00"	"42692.8888888889"	"  13.2000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:30'00"	"42692.8958333333"	"  13.0000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:40'00"	"42692.9027777778"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 21:50'00"	"42692.9097222222"	"  12.8000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:00'00"	"42692.9166666667"	"  12.9000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:10'00"	"42692.9236111111"	"  13.1000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:20'00"	"42692.9305555556"	"  13.3000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:30'00"	"42692.9375000000"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:40'00"	"42692.9444444444"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 22:50'00"	"42692.9513888889"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:00'00"	"42692.9583333333"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:10'00"	"42692.9652777778"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:20'00"	"42692.9722222222"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:30'00"	"42692.9791666667"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:40'00"	"42692.9861111111"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/18/2016 23:50'00"	"42692.9930555556"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:00'00"	"42693.0000000000"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:10'00"	"42693.0069444444"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:20'00"	"42693.0138888889"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:30'00"	"42693.0208333333"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:40'00"	"42693.0277777778"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 00:50'00"	"42693.0347222222"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:00'00"	"42693.0416666667"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:10'00"	"42693.0486111111"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:20'00"	"42693.0555555556"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:30'00"	"42693.0625000000"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:40'00"	"42693.0694444444"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 01:50'00"	"42693.0763888889"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:00'00"	"42693.0833333333"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:10'00"	"42693.0902777778"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:20'00"	"42693.0972222222"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:30'00"	"42693.1041666667"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:40'00"	"42693.1111111111"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 02:50'00"	"42693.1180555556"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:00'00"	"42693.1250000000"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:10'00"	"42693.1319444444"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:20'00"	"42693.1388888889"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:30'00"	"42693.1458333333"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:40'00"	"42693.1527777778"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 03:50'00"	"42693.1597222222"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:00'00"	"42693.1666666667"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:10'00"	"42693.1736111111"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:20'00"	"42693.1805555556"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:30'00"	"42693.1875000000"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:40'00"	"42693.1944444444"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 04:50'00"	"42693.2013888889"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:00'00"	"42693.2083333333"	"  13.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:10'00"	"42693.2152777778"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:20'00"	"42693.2222222222"	"  13.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:30'00"	"42693.2291666667"	"  13.6000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:40'00"	"42693.2361111111"	"  13.7000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 05:50'00"	"42693.2430555556"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:00'00"	"42693.2500000000"	"  13.8000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:10'00"	"42693.2569444444"	"  13.9000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:20'00"	"42693.2638888889"	"  14.0000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:30'00"	"42693.2708333333"	"  14.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:40'00"	"42693.2777777778"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 06:50'00"	"42693.2847222222"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:00'00"	"42693.2916666667"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:10'00"	"42693.2986111111"	"  14.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:20'00"	"42693.3055555556"	"  14.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:30'00"	"42693.3125000000"	"  14.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:40'00"	"42693.3194444444"	"  14.5000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 07:50'00"	"42693.3263888889"	"  14.6000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:00'00"	"42693.3333333333"	"  14.8000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:10'00"	"42693.3402777778"	"  15.0000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:20'00"	"42693.3472222222"	"  15.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:30'00"	"42693.3541666667"	"  15.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:40'00"	"42693.3611111111"	"  15.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 08:50'00"	"42693.3680555556"	"  15.6000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:00'00"	"42693.3750000000"	"  15.9000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:10'00"	"42693.3819444444"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:20'00"	"42693.3888888889"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:30'00"	"42693.3958333333"	"  16.4000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:40'00"	"42693.4027777778"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 09:50'00"	"42693.4097222222"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:00'00"	"42693.4166666667"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:10'00"	"42693.4236111111"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:20'00"	"42693.4305555556"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:30'00"	"42693.4375000000"	"  16.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:40'00"	"42693.4444444444"	"  16.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 10:50'00"	"42693.4513888889"	"  16.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:00'00"	"42693.4583333333"	"  16.1000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:10'00"	"42693.4652777778"	"  16.2000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:20'00"	"42693.4722222222"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:30'00"	"42693.4791666667"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:40'00"	"42693.4861111111"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 11:50'00"	"42693.4930555556"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
"11/19/2016 12:00'00"	"42693.5000000000"	"  16.3000"	"  99.0000"	""	""	""	""	""	""	
