< Measurement Data Text Output >,,,,,,,,,
,,,,,,,,,
Date/Time,@date(),ch.1,ch.2,ch.3,ch.4,ch.5,ch.6,ch.7,ch.8
,,°C,°C,,,,,,
04/04/2020 21:00'00,43925.875,13.9,17.5,,,,,,
04/04/2020 21:20'00,43925.88889,13.6,17.4,,,,,,
04/04/2020 21:40'00,43925.90278,13.2,17.2,,,,,,
04/04/2020 22:00'00,43925.91667,12.8,17,,,,,,
04/04/2020 22:20'00,43925.93056,12.4,16.9,,,,,,
04/04/2020 22:40'00,43925.94444,12.3,16.8,,,,,,
04/04/2020 23:00'00,43925.95833,12.2,16.6,,,,,,
04/04/2020 23:20'00,43925.97222,12.3,16.4,,,,,,
04/04/2020 23:40'00,43925.98611,12.4,16.3,,,,,,
04/05/2020 00:00'00,43926,12.3,16.2,,,,,,
04/05/2020 00:20'00,43926.01389,12.2,16.1,,,,,,
04/05/2020 00:40'00,43926.02778,12.1,16,,,,,,
04/05/2020 01:00'00,43926.04167,12.1,15.9,,,,,,
04/05/2020 01:20'00,43926.05556,12,15.9,,,,,,
04/05/2020 01:40'00,43926.06944,11.7,15.7,,,,,,
04/05/2020 02:00'00,43926.08333,11.5,15.6,,,,,,
04/05/2020 02:20'00,43926.09722,11.1,15.6,,,,,,
04/05/2020 02:40'00,43926.11111,10.9,15.4,,,,,,
04/05/2020 03:00'00,43926.125,10.9,15.3,,,,,,
04/05/2020 03:20'00,43926.13889,10.7,15.2,,,,,,
04/05/2020 03:40'00,43926.15278,10.6,15,,,,,,
04/05/2020 04:00'00,43926.16667,10.3,14.9,,,,,,
04/05/2020 04:20'00,43926.18056,10.1,14.8,,,,,,
04/05/2020 04:40'00,43926.19444,9.9,14.7,,,,,,
04/05/2020 05:00'00,43926.20833,9.6,14.5,,,,,,
04/05/2020 05:20'00,43926.22222,9.5,14.4,,,,,,
04/05/2020 05:40'00,43926.23611,9.3,14.3,,,,,,
04/05/2020 06:00'00,43926.25,9.7,14.2,,,,,,
04/05/2020 06:20'00,43926.26389,10.9,14.2,,,,,,
04/05/2020 06:40'00,43926.27778,14.2,14.1,,,,,,
04/05/2020 07:00'00,43926.29167,17.1,14.4,,,,,,
04/05/2020 07:20'00,43926.30556,16.3,14.7,,,,,,
04/05/2020 07:40'00,43926.31944,16.6,15,,,,,,
04/05/2020 08:00'00,43926.33333,20.8,15.3,,,,,,
04/05/2020 08:20'00,43926.34722,19.9,15.7,,,,,,
04/05/2020 08:40'00,43926.36111,22.2,16.1,,,,,,
04/05/2020 09:00'00,43926.375,22.7,16.5,,,,,,
04/05/2020 09:20'00,43926.38889,22,16.9,,,,,,
04/05/2020 09:40'00,43926.40278,23.3,17.2,,,,,,
04/05/2020 10:00'00,43926.41667,26,17.7,,,,,,
04/05/2020 10:20'00,43926.43056,23.9,18.1,,,,,,
04/05/2020 10:40'00,43926.44444,26.6,18.4,,,,,,
04/05/2020 11:00'00,43926.45833,25.1,18.8,,,,,,
04/05/2020 11:20'00,43926.47222,25.1,19.3,,,,,,
04/05/2020 11:40'00,43926.48611,25.7,19.5,,,,,,
04/05/2020 12:00'00,43926.5,24.4,19.2,,,,,,
04/05/2020 12:20'00,43926.51389,23.3,19,,,,,,
04/05/2020 12:40'00,43926.52778,22.7,18.8,,,,,,
04/05/2020 13:00'00,43926.54167,23.3,18.8,,,,,,
04/05/2020 13:20'00,43926.55556,23.1,18.8,,,,,,
04/05/2020 13:40'00,43926.56944,22.7,18.9,,,,,,
04/05/2020 14:00'00,43926.58333,23.8,19.1,,,,,,
04/05/2020 14:20'00,43926.59722,23.6,19.3,,,,,,
04/05/2020 14:40'00,43926.61111,23.6,19.4,,,,,,
04/05/2020 15:00'00,43926.625,24.4,19.3,,,,,,
04/05/2020 15:20'00,43926.63889,22.7,19.3,,,,,,
04/05/2020 15:40'00,43926.65278,24.2,19.2,,,,,,
04/05/2020 16:00'00,43926.66667,28.5,19.4,,,,,,
04/05/2020 16:20'00,43926.68056,24.8,19.5,,,,,,
04/05/2020 16:40'00,43926.69444,20.4,19.2,,,,,,
04/05/2020 17:00'00,43926.70833,20.6,19.1,,,,,,
04/05/2020 17:20'00,43926.72222,19.5,18.9,,,,,,
04/05/2020 17:40'00,43926.73611,16.9,18.5,,,,,,
04/05/2020 18:00'00,43926.75,14.5,18,,,,,,
04/05/2020 18:20'00,43926.76389,11.9,17.5,,,,,,
04/05/2020 18:40'00,43926.77778,10.9,17,,,,,,
04/05/2020 19:00'00,43926.79167,10.3,16.5,,,,,,
04/05/2020 19:20'00,43926.80556,9.9,16.2,,,,,,
04/05/2020 19:40'00,43926.81944,9.7,15.8,,,,,,
04/05/2020 20:00'00,43926.83333,9.5,15.5,,,,,,
04/05/2020 20:20'00,43926.84722,9.3,15.3,,,,,,
04/05/2020 20:40'00,43926.86111,9.1,15,,,,,,
04/05/2020 21:00'00,43926.875,8.9,14.8,,,,,,
04/05/2020 21:20'00,43926.88889,8.8,14.6,,,,,,
04/05/2020 21:40'00,43926.90278,8.8,14.4,,,,,,
04/05/2020 22:00'00,43926.91667,8.6,14.3,,,,,,
04/05/2020 22:20'00,43926.93056,8.4,14.1,,,,,,
04/05/2020 22:40'00,43926.94444,8.4,14,,,,,,
04/05/2020 23:00'00,43926.95833,8.4,13.8,,,,,,
04/05/2020 23:20'00,43926.97222,8.5,13.8,,,,,,
04/05/2020 23:40'00,43926.98611,8.5,13.6,,,,,,
04/06/2020 00:00'00,43927,8.4,13.5,,,,,,
04/06/2020 00:20'00,43927.01389,8.3,13.4,,,,,,
04/06/2020 00:40'00,43927.02778,8.4,13.3,,,,,,
04/06/2020 01:00'00,43927.04167,8.1,13.3,,,,,,
04/06/2020 01:20'00,43927.05556,7.8,13.1,,,,,,
04/06/2020 01:40'00,43927.06944,7.7,13.1,,,,,,
04/06/2020 02:00'00,43927.08333,7.3,13,,,,,,
04/06/2020 02:20'00,43927.09722,7.6,12.9,,,,,,
04/06/2020 02:40'00,43927.11111,7.6,12.9,,,,,,
04/06/2020 03:00'00,43927.125,7.4,12.8,,,,,,
04/06/2020 03:20'00,43927.13889,7.3,12.7,,,,,,
04/06/2020 03:40'00,43927.15278,7.2,12.6,,,,,,
04/06/2020 04:00'00,43927.16667,7.1,12.6,,,,,,
04/06/2020 04:20'00,43927.18056,7.1,12.5,,,,,,
04/06/2020 04:40'00,43927.19444,7,12.4,,,,,,
04/06/2020 05:00'00,43927.20833,7,12.4,,,,,,
04/06/2020 05:20'00,43927.22222,6.9,12.2,,,,,,
04/06/2020 05:40'00,43927.23611,6.9,12.3,,,,,,
04/06/2020 06:00'00,43927.25,7.6,12.2,,,,,,
04/06/2020 06:20'00,43927.26389,9.1,12.2,,,,,,
04/06/2020 06:40'00,43927.27778,12.4,12.3,,,,,,
04/06/2020 07:00'00,43927.29167,13.8,12.6,,,,,,
04/06/2020 07:20'00,43927.30556,12.2,12.7,,,,,,
04/06/2020 07:40'00,43927.31944,13,13,,,,,,
04/06/2020 08:00'00,43927.33333,15.1,13.2,,,,,,
04/06/2020 08:20'00,43927.34722,18.6,13.7,,,,,,
04/06/2020 08:40'00,43927.36111,20.8,14.3,,,,,,
04/06/2020 09:00'00,43927.375,23.2,14.9,,,,,,
04/06/2020 09:20'00,43927.38889,23.2,15.6,,,,,,
04/06/2020 09:40'00,43927.40278,24.4,15.8,,,,,,
04/06/2020 10:00'00,43927.41667,25.7,16.2,,,,,,
04/06/2020 10:20'00,43927.43056,25.7,16.7,,,,,,
04/06/2020 10:40'00,43927.44444,27.2,17.2,,,,,,
04/06/2020 11:00'00,43927.45833,26.3,17.9,,,,,,
04/06/2020 11:20'00,43927.47222,26.9,18.7,,,,,,
04/06/2020 11:40'00,43927.48611,25.8,19.1,,,,,,
04/06/2020 12:00'00,43927.5,27.1,18.8,,,,,,
04/06/2020 12:20'00,43927.51389,23.9,18.5,,,,,,
04/06/2020 12:40'00,43927.52778,24,18.5,,,,,,
04/06/2020 13:00'00,43927.54167,24.7,18.4,,,,,,
04/06/2020 13:20'00,43927.55556,23.1,18.5,,,,,,
04/06/2020 13:40'00,43927.56944,26.3,18.6,,,,,,
04/06/2020 14:00'00,43927.58333,25.6,18.9,,,,,,
04/06/2020 14:20'00,43927.59722,23.3,19,,,,,,
04/06/2020 14:40'00,43927.61111,23.4,18.9,,,,,,
04/06/2020 15:00'00,43927.625,24.2,18.7,,,,,,
04/06/2020 15:20'00,43927.63889,24,18.8,,,,,,
04/06/2020 15:40'00,43927.65278,24.7,19,,,,,,
04/06/2020 16:00'00,43927.66667,26,19.1,,,,,,
04/06/2020 16:20'00,43927.68056,24.4,19.2,,,,,,
04/06/2020 16:40'00,43927.69444,21.9,19,,,,,,
04/06/2020 17:00'00,43927.70833,21.6,19,,,,,,
04/06/2020 17:20'00,43927.72222,20.9,18.9,,,,,,
04/06/2020 17:40'00,43927.73611,17.9,18.6,,,,,,
04/06/2020 18:00'00,43927.75,16.4,18.3,,,,,,
04/06/2020 18:20'00,43927.76389,13.9,17.8,,,,,,
04/06/2020 18:40'00,43927.77778,13,17.4,,,,,,
04/06/2020 19:00'00,43927.79167,12.2,17,,,,,,
04/06/2020 19:20'00,43927.80556,12,16.6,,,,,,
04/06/2020 19:40'00,43927.81944,11.6,16.4,,,,,,
04/06/2020 20:00'00,43927.83333,11.1,16.1,,,,,,
04/06/2020 20:20'00,43927.84722,10.5,15.8,,,,,,
04/06/2020 20:40'00,43927.86111,10.3,15.6,,,,,,
04/06/2020 21:00'00,43927.875,10.3,15.4,,,,,,
04/06/2020 21:20'00,43927.88889,10.2,15.2,,,,,,
04/06/2020 21:40'00,43927.90278,10.1,15,,,,,,
04/06/2020 22:00'00,43927.91667,9.9,14.9,,,,,,
04/06/2020 22:20'00,43927.93056,9.9,14.7,,,,,,
04/06/2020 22:40'00,43927.94444,9.6,14.6,,,,,,
04/06/2020 23:00'00,43927.95833,9.5,14.4,,,,,,
04/06/2020 23:20'00,43927.97222,9.3,14.3,,,,,,
04/06/2020 23:40'00,43927.98611,9.1,14.2,,,,,,
04/07/2020 00:00'00,43928,9,14.1,,,,,,
04/07/2020 00:20'00,43928.01389,8.8,14,,,,,,
04/07/2020 00:40'00,43928.02778,8.5,13.9,,,,,,
04/07/2020 01:00'00,43928.04167,8.4,13.8,,,,,,
04/07/2020 01:20'00,43928.05556,8.5,13.6,,,,,,
04/07/2020 01:40'00,43928.06944,8.4,13.6,,,,,,
04/07/2020 02:00'00,43928.08333,8.2,13.5,,,,,,
04/07/2020 02:20'00,43928.09722,7.7,13.4,,,,,,
04/07/2020 02:40'00,43928.11111,7.5,13.3,,,,,,
04/07/2020 03:00'00,43928.125,7.2,13.2,,,,,,
04/07/2020 03:20'00,43928.13889,7.3,13.1,,,,,,
04/07/2020 03:40'00,43928.15278,7.7,13,,,,,,
04/07/2020 04:00'00,43928.16667,7.3,13,,,,,,
04/07/2020 04:20'00,43928.18056,6,12.9,,,,,,
04/07/2020 04:40'00,43928.19444,6,12.6,,,,,,
04/07/2020 05:00'00,43928.20833,6.1,12.5,,,,,,
04/07/2020 05:20'00,43928.22222,6.6,12.5,,,,,,
04/07/2020 05:40'00,43928.23611,6.9,12.4,,,,,,
04/07/2020 06:00'00,43928.25,7.7,12.4,,,,,,
04/07/2020 06:20'00,43928.26389,8.3,12.4,,,,,,
04/07/2020 06:40'00,43928.27778,8.6,12.4,,,,,,
04/07/2020 07:00'00,43928.29167,11.4,12.4,,,,,,
04/07/2020 07:20'00,43928.30556,11.3,12.6,,,,,,
04/07/2020 07:40'00,43928.31944,13.1,12.8,,,,,,
04/07/2020 08:00'00,43928.33333,15.8,13,,,,,,
04/07/2020 08:20'00,43928.34722,17,13.3,,,,,,
04/07/2020 08:40'00,43928.36111,18.5,13.7,,,,,,
04/07/2020 09:00'00,43928.375,18.6,14.2,,,,,,
04/07/2020 09:20'00,43928.38889,20.8,14.7,,,,,,
04/07/2020 09:40'00,43928.40278,22.7,15.2,,,,,,
04/07/2020 10:00'00,43928.41667,22,15.6,,,,,,
04/07/2020 10:20'00,43928.43056,22.4,16,,,,,,
04/07/2020 10:40'00,43928.44444,23.2,16.4,,,,,,
04/07/2020 11:00'00,43928.45833,23.7,17,,,,,,
04/07/2020 11:20'00,43928.47222,24.2,17.5,,,,,,
04/07/2020 11:40'00,43928.48611,24,17.8,,,,,,
04/07/2020 12:00'00,43928.5,24.3,17.7,,,,,,
04/07/2020 12:20'00,43928.51389,22.8,17.6,,,,,,
04/07/2020 12:40'00,43928.52778,22.6,17.5,,,,,,
04/07/2020 13:00'00,43928.54167,23.6,17.5,,,,,,
04/07/2020 13:20'00,43928.55556,23.8,17.7,,,,,,
04/07/2020 13:40'00,43928.56944,24.5,17.8,,,,,,
04/07/2020 14:00'00,43928.58333,24.4,18,,,,,,
04/07/2020 14:20'00,43928.59722,24.2,18.2,,,,,,
04/07/2020 14:40'00,43928.61111,22.7,18.3,,,,,,
04/07/2020 15:00'00,43928.625,24.9,18.3,,,,,,
04/07/2020 15:20'00,43928.63889,24,18.3,,,,,,
04/07/2020 15:40'00,43928.65278,24.2,18.4,,,,,,
04/07/2020 16:00'00,43928.66667,25.9,18.6,,,,,,
04/07/2020 16:20'00,43928.68056,25.9,18.7,,,,,,
04/07/2020 16:40'00,43928.69444,23.9,18.6,,,,,,
04/07/2020 17:00'00,43928.70833,22.8,18.6,,,,,,
04/07/2020 17:20'00,43928.72222,22,18.6,,,,,,
04/07/2020 17:40'00,43928.73611,20,18.4,,,,,,
04/07/2020 18:00'00,43928.75,17.8,18.2,,,,,,
04/07/2020 18:20'00,43928.76389,16.1,17.8,,,,,,
04/07/2020 18:40'00,43928.77778,14.7,17.5,,,,,,
04/07/2020 19:00'00,43928.79167,13.7,17.1,,,,,,
04/07/2020 19:20'00,43928.80556,13,16.8,,,,,,
04/07/2020 19:40'00,43928.81944,12.5,16.6,,,,,,
04/07/2020 20:00'00,43928.83333,11.8,16.4,,,,,,
04/07/2020 20:20'00,43928.84722,11.9,16.2,,,,,,
04/07/2020 20:40'00,43928.86111,11.6,16.1,,,,,,
04/07/2020 21:00'00,43928.875,11.4,15.9,,,,,,
04/07/2020 21:20'00,43928.88889,10.9,15.7,,,,,,
04/07/2020 21:40'00,43928.90278,10.6,15.6,,,,,,
04/07/2020 22:00'00,43928.91667,10.3,15.4,,,,,,
04/07/2020 22:20'00,43928.93056,10,15.3,,,,,,
04/07/2020 22:40'00,43928.94444,9.5,15,,,,,,
04/07/2020 23:00'00,43928.95833,9.2,14.8,,,,,,
04/07/2020 23:20'00,43928.97222,8.8,14.6,,,,,,
04/07/2020 23:40'00,43928.98611,8.4,14.4,,,,,,
04/08/2020 00:00'00,43929,8.1,14.3,,,,,,
04/08/2020 00:20'00,43929.01389,7.9,14.2,,,,,,
04/08/2020 00:40'00,43929.02778,7.7,14,,,,,,
04/08/2020 01:00'00,43929.04167,7.6,13.8,,,,,,
04/08/2020 01:20'00,43929.05556,7.3,13.7,,,,,,
04/08/2020 01:40'00,43929.06944,7,13.5,,,,,,
04/08/2020 02:00'00,43929.08333,7,13.4,,,,,,
04/08/2020 02:20'00,43929.09722,6.9,13.3,,,,,,
04/08/2020 02:40'00,43929.11111,6.9,13.2,,,,,,
04/08/2020 03:00'00,43929.125,6.6,13,,,,,,
04/08/2020 03:20'00,43929.13889,6.3,13,,,,,,
04/08/2020 03:40'00,43929.15278,5.9,12.8,,,,,,
04/08/2020 04:00'00,43929.16667,5.7,12.7,,,,,,
04/08/2020 04:20'00,43929.18056,5.6,12.5,,,,,,
04/08/2020 04:40'00,43929.19444,5.6,12.4,,,,,,
04/08/2020 05:00'00,43929.20833,5.5,12.3,,,,,,
04/08/2020 05:20'00,43929.22222,5.7,12.2,,,,,,
04/08/2020 05:40'00,43929.23611,5.4,12.1,,,,,,
04/08/2020 06:00'00,43929.25,6,12,,,,,,
04/08/2020 06:20'00,43929.26389,7.7,12.1,,,,,,
04/08/2020 06:40'00,43929.27778,12.1,12.1,,,,,,
04/08/2020 07:00'00,43929.29167,14.3,12.4,,,,,,
04/08/2020 07:20'00,43929.30556,14.3,12.8,,,,,,
04/08/2020 07:40'00,43929.31944,16.1,13.1,,,,,,
04/08/2020 08:00'00,43929.33333,22.7,13.7,,,,,,
04/08/2020 08:20'00,43929.34722,23.3,14.5,,,,,,
04/08/2020 08:40'00,43929.36111,23.3,14.9,,,,,,
04/08/2020 09:00'00,43929.375,24.3,15.3,,,,,,
04/08/2020 09:20'00,43929.38889,25.7,15.8,,,,,,
04/08/2020 09:40'00,43929.40278,24.8,16.2,,,,,,
04/08/2020 10:00'00,43929.41667,25.6,16.5,,,,,,
04/08/2020 10:20'00,43929.43056,27.2,16.9,,,,,,
04/08/2020 10:40'00,43929.44444,28.5,17.5,,,,,,
04/08/2020 11:00'00,43929.45833,28.7,18,,,,,,
04/08/2020 11:20'00,43929.47222,29.1,18.4,,,,,,
04/08/2020 11:40'00,43929.48611,28.7,18.7,,,,,,
04/08/2020 12:00'00,43929.5,28.9,18.8,,,,,,
04/08/2020 12:20'00,43929.51389,26.5,18.8,,,,,,
04/08/2020 12:40'00,43929.52778,26.9,18.9,,,,,,
04/08/2020 13:00'00,43929.54167,28,19,,,,,,
04/08/2020 13:20'00,43929.55556,28.7,19.3,,,,,,
04/08/2020 13:40'00,43929.56944,29.1,19.5,,,,,,
04/08/2020 14:00'00,43929.58333,28.8,19.8,,,,,,
04/08/2020 14:20'00,43929.59722,27.4,20.2,,,,,,
04/08/2020 14:40'00,43929.61111,27.1,20.2,,,,,,
04/08/2020 15:00'00,43929.625,27,20.1,,,,,,
04/08/2020 15:20'00,43929.63889,26.8,20.2,,,,,,
04/08/2020 15:40'00,43929.65278,27,20.2,,,,,,
04/08/2020 16:00'00,43929.66667,27.3,20.4,,,,,,
04/08/2020 16:20'00,43929.68056,26.6,20.4,,,,,,
04/08/2020 16:40'00,43929.69444,25.3,20.3,,,,,,
04/08/2020 17:00'00,43929.70833,24.2,20.2,,,,,,
04/08/2020 17:20'00,43929.72222,23,20.1,,,,,,
04/08/2020 17:40'00,43929.73611,21,19.9,,,,,,
04/08/2020 18:00'00,43929.75,19.3,19.6,,,,,,
04/08/2020 18:20'00,43929.76389,17.8,19.2,,,,,,
04/08/2020 18:40'00,43929.77778,16.8,18.8,,,,,,
04/08/2020 19:00'00,43929.79167,15.9,18.6,,,,,,
04/08/2020 19:20'00,43929.80556,15.4,18.3,,,,,,
04/08/2020 19:40'00,43929.81944,14.8,18.1,,,,,,
04/08/2020 20:00'00,43929.83333,14.7,17.9,,,,,,
04/08/2020 20:20'00,43929.84722,14.2,17.7,,,,,,
04/08/2020 20:40'00,43929.86111,13.6,17.5,,,,,,
04/08/2020 21:00'00,43929.875,13,17.3,,,,,,
04/08/2020 21:20'00,43929.88889,13.2,17.2,,,,,,
04/08/2020 21:40'00,43929.90278,13.2,17,,,,,,
04/08/2020 22:00'00,43929.91667,13.6,16.9,,,,,,
04/08/2020 22:20'00,43929.93056,13.7,16.8,,,,,,
04/08/2020 22:40'00,43929.94444,13.5,16.7,,,,,,
04/08/2020 23:00'00,43929.95833,13.2,16.5,,,,,,
04/08/2020 23:20'00,43929.97222,13,16.4,,,,,,
04/08/2020 23:40'00,43929.98611,12.8,16.3,,,,,,
04/09/2020 00:00'00,43930,12.5,16.1,,,,,,
04/09/2020 00:20'00,43930.01389,12.4,16,,,,,,
04/09/2020 00:40'00,43930.02778,12.2,15.8,,,,,,
04/09/2020 01:00'00,43930.04167,12.1,15.7,,,,,,
04/09/2020 01:20'00,43930.05556,11.7,15.5,,,,,,
04/09/2020 01:40'00,43930.06944,11.6,15.4,,,,,,
04/09/2020 02:00'00,43930.08333,11.3,15.3,,,,,,
04/09/2020 02:20'00,43930.09722,10.7,15.1,,,,,,
04/09/2020 02:40'00,43930.11111,10.7,15,,,,,,
04/09/2020 03:00'00,43930.125,10.5,14.8,,,,,,
04/09/2020 03:20'00,43930.13889,10.3,14.7,,,,,,
04/09/2020 03:40'00,43930.15278,10.2,14.6,,,,,,
04/09/2020 04:00'00,43930.16667,9.9,14.5,,,,,,
04/09/2020 04:20'00,43930.18056,9.8,14.4,,,,,,
04/09/2020 04:40'00,43930.19444,9.5,14.3,,,,,,
04/09/2020 05:00'00,43930.20833,9.3,14.2,,,,,,
04/09/2020 05:20'00,43930.22222,9.1,14.1,,,,,,
04/09/2020 05:40'00,43930.23611,9.3,13.9,,,,,,
04/09/2020 06:00'00,43930.25,10.1,13.9,,,,,,
04/09/2020 06:20'00,43930.26389,11.7,13.9,,,,,,
04/09/2020 06:40'00,43930.27778,17.3,14,,,,,,
04/09/2020 07:00'00,43930.29167,15.2,14.3,,,,,,
04/09/2020 07:20'00,43930.30556,16.2,14.5,,,,,,
04/09/2020 07:40'00,43930.31944,17.6,14.8,,,,,,
04/09/2020 08:00'00,43930.33333,24.9,15.3,,,,,,
04/09/2020 08:20'00,43930.34722,22.5,15.8,,,,,,
04/09/2020 08:40'00,43930.36111,22.6,16.2,,,,,,
04/09/2020 09:00'00,43930.375,23.3,16.5,,,,,,
04/09/2020 09:20'00,43930.38889,24.6,17,,,,,,
04/09/2020 09:40'00,43930.40278,23.8,17.3,,,,,,
04/09/2020 10:00'00,43930.41667,24.5,17.6,,,,,,
04/09/2020 10:20'00,43930.43056,25.5,17.9,,,,,,
04/09/2020 10:40'00,43930.44444,26,18.2,,,,,,
04/09/2020 11:00'00,43930.45833,25.9,18.5,,,,,,
04/09/2020 11:20'00,43930.47222,24.8,18.6,,,,,,
04/09/2020 11:40'00,43930.48611,24.3,18.8,,,,,,
04/09/2020 12:00'00,43930.5,24.6,18.7,,,,,,
04/09/2020 12:20'00,43930.51389,22.5,18.6,,,,,,
04/09/2020 12:40'00,43930.52778,22.9,18.5,,,,,,
04/09/2020 13:00'00,43930.54167,22.8,18.5,,,,,,
04/09/2020 13:20'00,43930.55556,23.7,18.5,,,,,,
04/09/2020 13:40'00,43930.56944,23.5,18.6,,,,,,
04/09/2020 14:00'00,43930.58333,25.5,18.9,,,,,,
04/09/2020 14:20'00,43930.59722,27.1,19.3,,,,,,
04/09/2020 14:40'00,43930.61111,28.3,19.5,,,,,,
04/09/2020 15:00'00,43930.625,26,19.6,,,,,,
04/09/2020 15:20'00,43930.63889,25.6,19.7,,,,,,
04/09/2020 15:40'00,43930.65278,26.8,19.7,,,,,,
04/09/2020 16:00'00,43930.66667,29.3,19.9,,,,,,
04/09/2020 16:20'00,43930.68056,26.2,20,,,,,,
04/09/2020 16:40'00,43930.69444,23.2,19.7,,,,,,
04/09/2020 17:00'00,43930.70833,21.3,19.5,,,,,,
04/09/2020 17:20'00,43930.72222,20.6,19.3,,,,,,
04/09/2020 17:40'00,43930.73611,19,19,,,,,,
04/09/2020 18:00'00,43930.75,17,18.6,,,,,,
04/09/2020 18:20'00,43930.76389,15.3,18.2,,,,,,
04/09/2020 18:40'00,43930.77778,14.4,17.8,,,,,,
04/09/2020 19:00'00,43930.79167,13.8,17.5,,,,,,
04/09/2020 19:20'00,43930.80556,13.6,17.2,,,,,,
04/09/2020 19:40'00,43930.81944,13.2,16.9,,,,,,
04/09/2020 20:00'00,43930.83333,12.8,16.6,,,,,,
04/09/2020 20:20'00,43930.84722,12.8,16.5,,,,,,
04/09/2020 20:40'00,43930.86111,13,16.4,,,,,,
04/09/2020 21:00'00,43930.875,13,16.3,,,,,,
04/09/2020 21:20'00,43930.88889,12.8,16.1,,,,,,
04/09/2020 21:40'00,43930.90278,12.4,16,,,,,,
04/09/2020 22:00'00,43930.91667,11.8,15.9,,,,,,
04/09/2020 22:20'00,43930.93056,11.7,15.7,,,,,,
04/09/2020 22:40'00,43930.94444,11.7,15.6,,,,,,
04/09/2020 23:00'00,43930.95833,11.4,15.4,,,,,,
04/09/2020 23:20'00,43930.97222,11.4,15.2,,,,,,
04/09/2020 23:40'00,43930.98611,11.1,15.2,,,,,,
04/10/2020 00:00'00,43931,10.7,14.9,,,,,,
04/10/2020 00:20'00,43931.01389,10.8,14.8,,,,,,
04/10/2020 00:40'00,43931.02778,10.9,14.7,,,,,,
04/10/2020 01:00'00,43931.04167,10.5,14.6,,,,,,
04/10/2020 01:20'00,43931.05556,10,14.5,,,,,,
04/10/2020 01:40'00,43931.06944,10.3,14.3,,,,,,
04/10/2020 02:00'00,43931.08333,9.8,14.3,,,,,,
04/10/2020 02:20'00,43931.09722,9.4,14.1,,,,,,
04/10/2020 02:40'00,43931.11111,9.2,14,,,,,,
04/10/2020 03:00'00,43931.125,9.2,14,,,,,,
04/10/2020 03:20'00,43931.13889,9.1,13.8,,,,,,
04/10/2020 03:40'00,43931.15278,9.2,13.7,,,,,,
04/10/2020 04:00'00,43931.16667,9.1,13.6,,,,,,
04/10/2020 04:20'00,43931.18056,9,13.5,,,,,,
04/10/2020 04:40'00,43931.19444,8.7,13.4,,,,,,
04/10/2020 05:00'00,43931.20833,8.5,13.3,,,,,,
04/10/2020 05:20'00,43931.22222,8.5,13.2,,,,,,
04/10/2020 05:40'00,43931.23611,8.3,13.1,,,,,,
04/10/2020 06:00'00,43931.25,9.1,13.1,,,,,,
04/10/2020 06:20'00,43931.26389,11,13.2,,,,,,
04/10/2020 06:40'00,43931.27778,14.3,13.3,,,,,,
04/10/2020 07:00'00,43931.29167,13.6,13.6,,,,,,
04/10/2020 07:20'00,43931.30556,13.7,13.7,,,,,,
04/10/2020 07:40'00,43931.31944,15.1,13.9,,,,,,
04/10/2020 08:00'00,43931.33333,21.1,14.4,,,,,,
04/10/2020 08:20'00,43931.34722,20.1,14.9,,,,,,
04/10/2020 08:40'00,43931.36111,21.8,15.4,,,,,,
04/10/2020 09:00'00,43931.375,23.7,15.9,,,,,,
04/10/2020 09:20'00,43931.38889,23.4,16.5,,,,,,
04/10/2020 09:40'00,43931.40278,23.7,16.8,,,,,,
04/10/2020 10:00'00,43931.41667,25,17.2,,,,,,
04/10/2020 10:20'00,43931.43056,27.1,17.7,,,,,,
04/10/2020 10:40'00,43931.44444,26.9,18,,,,,,
04/10/2020 11:00'00,43931.45833,28.7,18.5,,,,,,
04/10/2020 11:20'00,43931.47222,26.7,18.8,,,,,,
04/10/2020 11:40'00,43931.48611,25.3,19,,,,,,
04/10/2020 12:00'00,43931.5,27.2,18.9,,,,,,
04/10/2020 12:20'00,43931.51389,24.7,18.7,,,,,,
04/10/2020 12:40'00,43931.52778,25.6,18.8,,,,,,
04/10/2020 13:00'00,43931.54167,25.2,18.8,,,,,,
04/10/2020 13:20'00,43931.55556,24.3,18.9,,,,,,
04/10/2020 13:40'00,43931.56944,24,19,,,,,,
04/10/2020 14:00'00,43931.58333,24.9,19.2,,,,,,
04/10/2020 14:20'00,43931.59722,24.6,19.5,,,,,,
04/10/2020 14:40'00,43931.61111,25.1,19.5,,,,,,
04/10/2020 15:00'00,43931.625,24.8,19.5,,,,,,
04/10/2020 15:20'00,43931.63889,26.6,19.4,,,,,,
04/10/2020 15:40'00,43931.65278,24.3,19.4,,,,,,
04/10/2020 16:00'00,43931.66667,28.7,19.7,,,,,,
04/10/2020 16:20'00,43931.68056,27.9,19.7,,,,,,
04/10/2020 16:40'00,43931.69444,27,19.7,,,,,,
04/10/2020 17:00'00,43931.70833,23.1,19.6,,,,,,
04/10/2020 17:20'00,43931.72222,22.8,19.4,,,,,,
04/10/2020 17:40'00,43931.73611,20.2,19.1,,,,,,
04/10/2020 18:00'00,43931.75,17,18.6,,,,,,
04/10/2020 18:20'00,43931.76389,14.5,18.2,,,,,,
04/10/2020 18:40'00,43931.77778,13,17.6,,,,,,
04/10/2020 19:00'00,43931.79167,12,17.2,,,,,,
04/10/2020 19:20'00,43931.80556,11.4,16.7,,,,,,
